id_carrera,neumatico,vueltas_uso,tiempo_pitstop_s,temp_pista_c,podio
R2026-02480,Duro,6,5.18,50.2,0
R2026-02481,Blando,45,5.0,25.3,0
R2026-02482,Blando,43,5.04,21.1,0
R2026-02483,Duro,32,2.88,35.5,0
R2026-02484,Blando,5,2.11,NaN,1
R2026-02485,Lluvia,20,5.03,27.2,1
R2026-02486,Blando,1,5.18,38.3,1
R2026-02487,Duro,17,2.41,28.8,1
R2026-02488,Medio,29,2.44,50.2,0
R2026-02489,Medio,12,5.03,39.8,0
R2026-02490,Duro,35,4.0,37.2,1
R2026-02491,Blando,-1,5.65,14.9,1
R2026-02492,Blando,24,5.06,47.9,1
R2026-02493,Lluvia,36,4.43,35.0,1
R2026-02494,Lluvia,44,4.79,46.6,0
R2026-02495,Duro,23,NaN,40.4,1
R2026-02496,Medio,5,3.33,33.7,0
R2026-02497,Blando,33,2.4,45.1,1
R2026-02498,Duro,9,100.38,54.1,0
R2026-02499,Medio,37,2.87,19.5,1
R2026-02500,Blando,22,6.29,47.4,0
R2026-02501,Duro,27,2.1,28.9,0
R2026-02502,Lluvia,22,2.81,14.4,1
R2026-02503,Blando,12,3.0,50.3,1
R2026-02504,Lluvia,16,4.79,,1
R2026-02505,Lluvia,11,4.42,31.4,0
R2026-02506,Blando,25,2.92,22.2,1
R2026-02507,Medio,15,5.53,47.8,0
R2026-02508,Lluvia,16,2.15,26.8,1
R2026-02509,Lluvia,26,4.56,37.8,0
R2026-02510,Blando,41,4.52,,1
R2026-02511,Blando,NaN,3.7,35.6,0
R2026-02512,Medio,5,,31.2,0
R2026-02513,Duro,10,6.31,35.7,0
R2026-02514,Blando,43,113.79,46.9,1
R2026-02515,Blando,6,3.55,40.6,1
R2026-02516,Blando,23,4.51,31.9,1
R2026-02517,Blando,21,6.11,45.9,1
R2026-02518,Medio,43,4.53,35.0,1
R2026-02519,Medio,3,5.07,36.4,1
R2026-02520,Lluvia,2,4.79,17.0,0
R2026-02521,Duro,2,3.42,49.4,0
R2026-02522,Medio,4,2.21,25.4,1
R2026-02523,Lluvia,,6.15,27.3,1
R2026-02524,Blando,41,5.01,20.6,0
R2026-02525,Duro,2,3.07,20.5,0
R2026-02526,Blando,26,4.5,34.0,0
R2026-02527,Duro,38,5.77,NaN,0
R2026-02528,Blando,22,2.15,41.0,0
R2026-02529,Lluvia,16,2.48,15.5,0
R2026-02530,Medio,19,4.83,37.0,0
R2026-02531,Medio,31,3.86,38.1,0
R2026-02532,,34,,32.6,0
R2026-02533,Duro,27,2.13,39.7,1
R2026-02534,Lluvia,13,4.91,32.4,0
R2026-02535,Medio,20,5.39,14.3,1
R2026-02536,Blando,39,2.76,18.3,0
R2026-02537,Blando,8,6.45,29.9,1
R2026-02538,Blando,1,,51.4,1
R2026-02539,Medio,44,102.26,19.7,0
R2026-02540,Medio,43,6.5,NaN,0
R2026-02541,Blando,13,2.88,34.9,0
R2026-02542,Lluvia,25,5.13,52.7,1
R2026-02543,Medio,7,2.39,26.6,0
R2026-02544,Lluvia,20,2.64,37.8,1
R2026-02545,Medio,18,2.21,53.9,1
R2026-02546,Blando,28,6.25,36.9,0
R2026-02547,Lluvia,17,3.53,41.2,0
R2026-02548,Lluvia,22,3.43,36.0,0
R2026-02549,Medio,34,3.12,33.2,1
R2026-02550,,18,4.99,54.0,1
R2026-02551,Lluvia,14,3.37,54.0,0
R2026-02552,Duro,25,4.41,48.6,1
R2026-02553,Lluvia,18,3.38,32.5,1
R2026-02554,Medio,37,4.48,37.5,0
R2026-02555,Medio,2,5.84,15.9,1
R2026-02556,Medio,34,4.99,29.0,1
R2026-02557,Medio,25,4.49,30.5,1
R2026-02558,Blando,30,3.29,42.7,0
R2026-02559,Duro,23,2.12,20.4,0
R2026-02560,Blando,14,3.9,51.2,0
R2026-02561,Medio,39,5.73,51.6,1
R2026-02562,Blando,-7,2.91,33.7,1
R2026-02563,Duro,11,4.95,29.3,0
R2026-02564,Duro,45,3.03,36.5,0
R2026-02565,Duro,NaN,3.96,30.0,1
R2026-02566,Medio,28,5.83,25.8,0
R2026-02567,Medio,26,4.01,40.6,0
R2026-02568,Blando,,4.83,39.9,1
R2026-02569,Duro,41,5.4,33.4,1
R2026-02570,Blando,6,6.06,44.4,1
R2026-02571,Lluvia,40,3.57,47.0,1
R2026-02572,Duro,30,5.19,47.6,0
R2026-02573,Duro,34,5.05,41.0,0
R2026-02574,Lluvia,6,2.26,20.4,1
R2026-02575,Duro,19,3.1,54.9,0
R2026-02576,Medio,14,4.21,54.0,1
R2026-02577,Duro,42,63.05,33.5,0
R2026-02578,Duro,41,3.31,51.9,1
R2026-02579,Medio,14,3.13,44.0,1
R2026-02580,Lluvia,31,4.66,43.1,1
R2026-02581,Duro,5,6.4,15.7,0
R2026-02582,Lluvia,12,6.06,26.1,0
R2026-02583,Blando,1,3.75,47.5,1
R2026-02584,Blando,12,NaN,32.7,0
R2026-02585,Blando,17,4.79,44.1,1
R2026-02586,Medio,8,3.76,15.0,1
R2026-02587,Medio,12,3.95,20.2,1
R2026-02588,Duro,21,4.94,19.2,1
R2026-02589,Lluvia,45,4.1,14.5,1
R2026-02590,Duro,19,3.96,51.4,0
R2026-02591,Duro,3,5.32,26.2,0
R2026-02592,Blando,41,5.26,18.3,1
R2026-02593,Blando,-7,5.04,31.5,1
R2026-02594,Medio,32,3.7,44.7,0
R2026-02595,Lluvia,5,4.9,39.9,0
R2026-02596,Lluvia,7,4.72,52.7,0
R2026-02597,Lluvia,5,6.47,19.4,0
R2026-02598,Duro,34,3.16,42.0,1
R2026-02599,Duro,29,2.74,30.2,0
R2026-02600,Duro,39,3.93,52.6,1
R2026-02601,Duro,7,6.32,46.0,0
R2026-02602,Lluvia,37,6.0,30.9,0
R2026-02603,Blando,9,2.58,32.2,1
R2026-02604,Duro,35,4.46,43.8,0
R2026-02605,Lluvia,17,86.07,53.5,1
R2026-02606,Duro,36,3.02,30.2,0
R2026-02607,Lluvia,6,4.11,45.9,0
R2026-02608,Lluvia,42,5.22,29.6,1
R2026-02609,Medio,36,5.12,36.4,0
R2026-02610,Lluvia,-13,2.11,36.3,0
R2026-02611,Medio,6,2.59,39.7,0
R2026-02612,Blando,36,4.12,25.6,1
R2026-02613,Blando,2,2.27,50.6,0
R2026-02614,Duro,13,2.26,28.4,1
R2026-02615,Lluvia,10,4.08,44.4,1
R2026-02616,Lluvia,43,4.44,44.3,0
R2026-02617,Medio,-15,3.29,50.1,0
R2026-02618,Lluvia,32,4.18,22.0,0
R2026-02619,Blando,12,2.4,27.6,1
R2026-02620,Medio,1,5.46,18.8,0
R2026-02621,Blando,2,6.32,51.9,0
R2026-02622,Lluvia,10,2.74,34.2,1
R2026-02623,Medio,6,3.09,23.2,1
R2026-02624,Lluvia,44,5.75,20.6,1
R2026-02625,Lluvia,35,3.85,14.3,0
R2026-02626,Blando,8,5.77,17.3,1
R2026-02627,Duro,5,2.53,15.7,0
R2026-02628,Blando,29,2.45,33.3,0
R2026-02629,Lluvia,35,4.66,49.1,0
R2026-02630,Lluvia,9,5.6,NaN,0
R2026-02631,Duro,22,3.24,41.7,1
R2026-02632,Lluvia,18,4.6,48.9,0
R2026-02633,Blando,6,3.57,48.6,1
R2026-02634,Medio,9,3.44,20.3,1
R2026-02635,Blando,35,4.22,37.3,0
R2026-02636,Blando,NaN,5.21,46.4,1
R2026-02637,Blando,12,5.92,54.3,0
R2026-02638,Duro,34,4.93,20.9,0
R2026-02639,Blando,32,4.43,48.7,1
R2026-02640,Medio,28,2.46,53.5,0
R2026-02641,Medio,23,4.16,52.8,0
R2026-02642,Medio,18,6.04,54.0,0
R2026-02643,Duro,34,6.2,35.1,0
R2026-02644,Duro,28,4.12,30.9,1
R2026-02645,Lluvia,-6,2.42,34.9,0
R2026-02646,Medio,4,5.07,31.9,1
R2026-02647,Lluvia,36,3.42,43.2,0
R2026-02648,Medio,5,6.19,43.8,1
R2026-02649,,4,3.09,22.1,1
R2026-02650,Lluvia,30,3.08,30.2,0
R2026-02651,Lluvia,10,6.38,35.3,1
R2026-02652,Lluvia,32,,NaN,1
R2026-02653,Blando,18,2.17,37.9,0
R2026-02654,Blando,NaN,5.77,49.3,1
R2026-02655,Blando,22,4.65,27.5,0
R2026-02656,Lluvia,9,4.64,54.8,0
R2026-02657,Medio,7,2.13,15.1,1
R2026-02658,Lluvia,4,4.28,28.2,1
R2026-02659,,30,5.52,NaN,0
R2026-02660,,9,NaN,40.4,0
R2026-02661,Blando,17,5.36,44.5,1
R2026-02662,Blando,32,4.89,33.5,1
R2026-02663,Lluvia,21,88.96,38.8,0
R2026-02664,Medio,35,6.14,40.2,0
R2026-02665,Lluvia,27,6.4,25.0,0
R2026-02666,Duro,41,6.29,46.4,0
R2026-02667,Blando,44,4.9,51.1,1
R2026-02668,Lluvia,13,,49.7,0
R2026-02669,Duro,7,5.26,22.2,1
R2026-02670,Duro,34,3.18,25.8,1
R2026-02671,Lluvia,41,5.45,38.1,1
R2026-02672,Medio,4,2.93,15.0,1
R2026-02673,Blando,25,6.24,33.8,1
R2026-02674,Blando,20,2.56,49.7,0
R2026-02675,Lluvia,44,4.01,34.7,0
R2026-02676,Duro,31,3.56,50.7,1
R2026-02677,Blando,42,4.91,40.7,1
R2026-02678,Duro,7,5.75,54.4,1
R2026-02679,Lluvia,15,4.84,53.9,0
R2026-02680,Medio,34,4.97,38.2,1
R2026-02681,Duro,5,4.46,46.6,1
R2026-02682,Lluvia,28,2.77,18.2,1
R2026-02683,Blando,33,NaN,36.1,0
R2026-02684,Duro,7,6.06,18.1,0
R2026-02685,Blando,14,3.71,17.3,1
R2026-02686,Blando,28,2.94,38.7,1
R2026-02687,Medio,39,3.58,15.4,0
R2026-02688,Duro,42,4.72,27.3,1
R2026-02689,Duro,45,2.72,NaN,1
R2026-02690,,36,6.14,19.6,0
R2026-02691,Blando,14,4.77,20.5,1
R2026-02692,Lluvia,32,4.95,41.9,0
R2026-02693,Blando,37,2.69,36.6,1
R2026-02694,Medio,,3.16,26.8,0
R2026-02695,Medio,23,2.93,26.7,1
R2026-02696,Blando,18,6.48,19.3,0
R2026-02697,Medio,45,5.91,50.9,0
R2026-02698,Duro,33,6.24,17.7,1
R2026-02699,Medio,4,6.3,34.1,0
R2026-02700,Lluvia,28,4.01,48.9,0
R2026-02701,Medio,8,5.24,19.4,1
R2026-02702,Lluvia,21,4.81,42.2,0
R2026-02703,Blando,2,4.77,39.8,0
R2026-02704,Duro,19,5.91,42.0,1
R2026-02705,Duro,29,6.48,39.2,1
R2026-02706,Blando,14,3.4,46.0,0
R2026-02707,Lluvia,43,4.3,53.5,1
R2026-02708,Lluvia,16,5.6,23.3,1
R2026-02709,Blando,,4.4,39.7,1
R2026-02710,Duro,16,5.6,44.4,1
R2026-02711,Duro,38,NaN,35.7,0
R2026-02712,Medio,15,2.5,,1
R2026-02713,Lluvia,31,6.16,32.7,0
R2026-02714,Lluvia,8,5.86,42.2,1
R2026-02715,Duro,22,3.73,26.5,0
R2026-02716,Duro,40,3.83,52.6,1
R2026-02717,Medio,28,113.45,40.4,1
R2026-02718,Blando,-5,2.17,44.4,0
R2026-02719,Blando,34,5.95,27.5,1
R2026-02720,Blando,6,6.19,30.8,0
R2026-02721,Blando,39,3.86,25.4,1
R2026-02722,Lluvia,35,2.93,46.7,1
R2026-02723,Blando,21,4.48,22.5,1
R2026-02724,Blando,39,3.38,53.7,0
R2026-02725,Blando,38,3.7,46.1,1
R2026-02726,Lluvia,30,3.76,35.6,1
R2026-02727,Medio,11,3.44,45.6,0
R2026-02728,Medio,32,2.3,19.0,0
R2026-02729,Lluvia,4,5.35,26.1,0
R2026-02730,Lluvia,9,5.31,36.0,1
R2026-02731,Blando,44,4.41,36.4,1
R2026-02732,Lluvia,41,4.04,48.9,1
R2026-02733,Duro,30,2.28,43.4,0
R2026-02734,Medio,4,5.72,40.3,0
R2026-02735,Duro,10,6.08,26.1,0
R2026-02736,Duro,14,3.63,41.6,1
R2026-02737,Lluvia,32,2.87,51.7,0
R2026-02738,Blando,12,5.05,30.1,0
R2026-02739,Medio,26,3.26,44.3,0
R2026-02740,Blando,20,3.45,27.9,0
R2026-02741,Medio,30,6.4,43.1,0
R2026-02742,Medio,-8,2.57,36.2,1
R2026-02743,Blando,34,4.93,22.3,1
R2026-02744,Lluvia,3,4.63,54.6,0
R2026-02745,Medio,33,4.25,31.7,0
R2026-02746,Lluvia,33,4.74,18.3,1
R2026-02747,Lluvia,,4.79,21.2,0
R2026-02748,Blando,35,3.56,32.0,1
R2026-02749,Blando,6,4.44,27.2,1
R2026-02750,Blando,6,4.07,15.8,1
R2026-02751,Duro,9,4.99,48.4,0
R2026-02752,Lluvia,28,4.72,55.0,0
R2026-02753,Blando,2,3.48,51.0,1
R2026-02754,Blando,7,5.75,52.9,0
R2026-02755,Blando,,6.03,37.7,1
R2026-02756,Duro,25,70.85,35.2,0
R2026-02757,Medio,3,4.89,32.2,1
R2026-02758,Duro,35,4.35,41.9,1
R2026-02759,Duro,31,NaN,45.9,1
R2026-02760,Duro,,2.26,48.0,0
R2026-02761,Duro,,3.34,19.5,1
R2026-02762,Blando,40,5.98,51.5,1
R2026-02763,Medio,36,2.54,41.7,1
R2026-02764,Lluvia,33,,22.4,0
R2026-02765,Medio,5,,25.4,1
R2026-02766,Duro,11,4.43,53.6,0
R2026-02767,Duro,44,3.09,36.7,0
R2026-02768,Duro,8,3.94,17.1,0
R2026-02769,Medio,5,4.14,43.9,1
R2026-02770,Duro,43,5.38,36.1,1
R2026-02771,Lluvia,4,3.67,38.6,1
R2026-02772,Blando,20,4.21,45.8,0
R2026-02773,Lluvia,12,3.97,42.7,1
R2026-02774,Medio,31,5.69,37.7,0
R2026-02775,Blando,1,2.22,31.9,0
R2026-02776,Duro,-3,3.03,45.3,0
R2026-02777,Duro,34,106.32,48.5,1
R2026-02778,Medio,44,5.52,29.0,1
R2026-02779,Duro,17,5.45,50.0,0
R2026-02780,Medio,-15,5.28,24.9,0
R2026-02781,Lluvia,7,4.12,36.1,1
R2026-02782,Duro,26,88.99,44.2,0
R2026-02783,Duro,39,5.4,,1
R2026-02784,Lluvia,34,3.98,31.0,1
R2026-02785,Duro,20,5.7,36.6,1
R2026-02786,Medio,-15,3.14,41.5,1
R2026-02787,Blando,10,5.63,38.8,0
R2026-02788,,19,3.11,37.0,0
R2026-02789,Lluvia,42,5.87,33.7,0
R2026-02790,Lluvia,19,5.54,,1
R2026-02791,Lluvia,43,5.64,,1
R2026-02792,Medio,14,2.94,15.0,1
R2026-02793,Duro,4,4.9,49.3,1
R2026-02794,Lluvia,8,2.37,37.5,1
R2026-02795,Blando,20,3.94,24.1,1
R2026-02796,Lluvia,13,4.4,41.5,1
R2026-02797,Medio,38,2.43,41.0,1
R2026-02798,Blando,4,5.12,17.0,1
R2026-02799,Medio,33,3.98,18.0,1
R2026-02800,Lluvia,3,4.32,26.5,1
R2026-02801,Blando,22,3.86,45.8,0
R2026-02802,Medio,45,2.52,20.7,0
R2026-02803,Blando,7,3.32,30.6,0
R2026-02804,Lluvia,40,3.38,51.5,1
R2026-02805,Medio,40,4.98,37.8,1
R2026-02806,Duro,30,5.12,26.0,1
R2026-02807,Medio,38,6.47,30.2,1
R2026-02808,Lluvia,9,4.14,24.5,1
R2026-02809,Medio,35,6.36,39.0,1
R2026-02810,Lluvia,19,2.31,45.8,1
R2026-02811,Duro,33,6.11,21.7,1
R2026-02812,Duro,24,4.41,27.4,1
R2026-02813,Medio,25,3.84,15.0,1
R2026-02814,Lluvia,38,2.76,46.4,0
R2026-02815,Medio,15,5.94,19.4,0
R2026-02816,Duro,27,4.23,43.2,1
R2026-02817,Lluvia,43,4.78,40.0,1
R2026-02818,Medio,31,4.47,21.7,1
R2026-02819,Medio,40,2.68,48.2,0
R2026-02820,Blando,4,3.08,16.1,1
R2026-02821,Medio,,4.45,36.3,1
R2026-02822,Medio,24,4.03,54.4,0
R2026-02823,Medio,2,2.89,43.6,0
R2026-02824,Medio,41,2.57,41.0,0
R2026-02825,Medio,5,83.45,39.9,1
R2026-02826,Lluvia,17,3.62,48.2,1
R2026-02827,Lluvia,42,5.13,33.0,1
R2026-02828,Blando,18,5.65,43.5,1
R2026-02829,Blando,-12,4.53,54.3,0
R2026-02830,Duro,41,4.19,35.9,1
R2026-02831,Duro,44,5.97,14.2,1
R2026-02832,Medio,32,5.61,21.5,0
R2026-02833,Duro,4,4.3,15.9,1
R2026-02834,Medio,28,5.74,,0
R2026-02835,Medio,36,4.37,52.9,1
R2026-02836,Medio,NaN,2.16,22.3,1
R2026-02837,Duro,9,5.17,,0
R2026-02838,Lluvia,37,6.07,45.1,1
R2026-02839,Medio,1,6.03,15.0,0
R2026-02840,Blando,43,5.12,34.9,1
R2026-02841,Duro,15,4.49,21.8,0
R2026-02842,Blando,33,5.6,21.1,1
R2026-02843,Medio,18,6.4,39.2,1
R2026-02844,Duro,-1,2.44,31.9,1
R2026-02845,Duro,21,5.79,32.6,0
R2026-02846,Blando,19,5.45,23.1,0
R2026-02847,Duro,35,3.39,47.1,1
R2026-02848,Duro,20,108.28,38.5,1
R2026-02849,Lluvia,10,6.19,38.4,0
R2026-02850,Blando,34,6.0,47.0,1
R2026-02851,Blando,27,5.06,29.7,1
R2026-02852,Blando,3,4.39,28.1,0
R2026-02853,Lluvia,35,2.45,NaN,1
R2026-02854,Medio,22,4.9,51.8,1
R2026-02855,Duro,42,3.66,50.9,0
R2026-02856,Lluvia,38,2.75,20.3,0
R2026-02857,Blando,36,2.33,14.8,0
R2026-02858,Duro,NaN,6.02,17.7,1
R2026-02859,Duro,18,5.59,42.1,0
R2026-02860,Duro,26,4.0,52.1,0
R2026-02861,Medio,32,2.55,54.1,1
R2026-02862,Duro,40,4.32,38.2,0
R2026-02863,Blando,10,6.46,53.6,1
R2026-02864,Medio,32,2.3,52.5,1
R2026-02865,Blando,32,5.16,45.7,1
R2026-02866,Medio,7,2.92,34.4,0
R2026-02867,Lluvia,8,3.96,29.6,1
R2026-02868,Lluvia,2,2.69,54.5,0
R2026-02869,,35,3.0,14.2,1
R2026-02870,Medio,28,2.15,39.3,1
R2026-02871,Blando,45,2.35,52.9,0
R2026-02872,Lluvia,15,6.46,15.4,1
R2026-02873,Medio,27,6.22,19.5,1
R2026-02874,Blando,3,2.9,54.5,0
R2026-02875,Lluvia,1,NaN,43.5,1
R2026-02876,Medio,12,4.03,27.0,1
R2026-02877,Medio,44,2.46,28.9,0
R2026-02878,Medio,23,5.7,32.3,0
R2026-02879,Lluvia,30,4.73,54.9,0
R2026-02880,Lluvia,22,2.55,43.5,0
R2026-02881,Duro,41,4.93,,0
R2026-02882,Blando,31,3.5,43.9,0
R2026-02883,Duro,11,4.3,30.0,0
R2026-02884,Lluvia,40,2.3,26.1,1
R2026-02885,Lluvia,20,4.99,52.9,1
R2026-02886,Lluvia,3,4.16,45.3,0
R2026-02887,Duro,38,,19.4,1
R2026-02888,Blando,42,5.24,23.1,0
R2026-02889,Lluvia,5,2.62,19.2,1
R2026-02890,Lluvia,40,NaN,32.9,1
R2026-02891,Duro,31,3.76,27.3,0
R2026-02892,Medio,14,5.85,37.1,1
R2026-02893,Lluvia,33,5.57,31.1,0
R2026-02894,Blando,31,2.65,20.3,0
R2026-02895,Lluvia,28,5.97,26.5,0
R2026-02896,Blando,33,5.63,53.9,1
R2026-02897,,33,2.27,25.1,1
R2026-02898,Medio,26,5.9,14.7,0
R2026-02899,Duro,21,3.49,20.5,0
R2026-02900,Duro,23,4.65,18.8,0
R2026-02901,Lluvia,26,5.34,33.1,1
R2026-02902,Duro,18,4.17,23.2,0
R2026-02903,Blando,8,5.27,28.7,0
R2026-02904,Blando,5,2.84,20.7,0
R2026-02905,Medio,8,4.05,31.3,0
R2026-02906,Duro,20,3.32,43.4,1
R2026-02907,Duro,45,4.21,19.7,0
R2026-02908,Medio,27,4.54,29.3,0
R2026-02909,Medio,27,5.43,16.5,0
R2026-02910,Duro,24,4.79,19.2,0
R2026-02911,Medio,-8,4.86,38.0,1
R2026-02912,Lluvia,19,4.13,53.7,0
R2026-02913,Medio,37,2.56,39.2,1
R2026-02914,Duro,31,4.1,38.0,1
R2026-02915,Duro,25,2.67,36.9,0
R2026-02916,Blando,37,6.15,32.7,0
R2026-02917,Lluvia,40,4.0,28.6,0
R2026-02918,Lluvia,33,5.07,31.2,1
R2026-02919,Blando,36,NaN,35.7,0
R2026-02920,Blando,25,3.76,26.5,0
R2026-02921,Lluvia,4,2.73,17.6,0
R2026-02922,Duro,11,5.11,52.1,1
R2026-02923,Blando,2,6.42,40.8,1
R2026-02924,Duro,34,2.16,49.2,1
R2026-02925,Blando,45,2.38,26.0,1
R2026-02926,Blando,33,5.14,26.7,0
R2026-02927,Duro,40,3.53,46.8,1
R2026-02928,Duro,45,4.46,17.0,1
R2026-02929,Lluvia,3,,28.0,1
R2026-02930,Lluvia,23,5.07,20.6,1
R2026-02931,Medio,37,5.95,22.9,0
R2026-02932,Duro,32,6.1,22.8,1
R2026-02933,Lluvia,38,6.3,15.7,1
R2026-02934,Blando,17,2.46,50.4,1
R2026-02935,Lluvia,31,5.97,40.0,1
R2026-02936,Duro,26,2.5,35.6,1
R2026-02937,Blando,15,3.17,54.7,0
R2026-02938,Medio,28,4.7,51.4,0
R2026-02939,Duro,40,2.16,32.4,0
R2026-02940,Duro,27,5.71,49.8,0
R2026-02941,Blando,28,2.91,47.7,0
R2026-02942,Lluvia,35,2.18,22.0,1
R2026-02943,Lluvia,33,3.89,22.4,0
R2026-02944,Blando,12,4.98,14.3,1
R2026-02945,Duro,13,4.99,50.0,1
R2026-02946,Duro,36,3.76,NaN,1
R2026-02947,Lluvia,39,6.19,53.4,0
R2026-02948,Lluvia,36,2.81,30.4,1
R2026-02949,Lluvia,27,3.01,44.7,1
R2026-02950,Medio,21,3.49,25.2,0
R2026-02951,Blando,13,3.16,44.1,0
R2026-02952,Medio,28,5.75,21.3,0
R2026-02953,Duro,1,3.54,43.0,1
R2026-02954,Medio,44,,52.0,0
R2026-02955,Medio,14,4.8,51.1,0
R2026-02956,Duro,38,4.8,15.6,0
R2026-02957,Duro,21,4.49,18.1,0
R2026-02958,Duro,35,5.38,15.1,0
R2026-02959,Blando,33,3.74,17.7,1
R2026-02960,Blando,39,2.33,34.5,0
R2026-02961,Blando,16,2.15,14.9,1
R2026-02962,Duro,27,3.53,35.9,0
R2026-02963,Medio,45,2.98,31.2,1
R2026-02964,Lluvia,6,6.32,33.5,1
R2026-02965,Medio,43,2.29,34.2,1
R2026-02966,Lluvia,35,5.53,46.2,1
R2026-02967,Lluvia,NaN,4.21,28.4,1
R2026-02968,Lluvia,-14,4.02,24.4,1
R2026-02969,Medio,44,3.72,20.9,0
R2026-02970,Medio,37,3.06,16.1,1
R2026-02971,Medio,6,6.34,,0
R2026-02972,Lluvia,24,2.29,34.5,1
R2026-02973,Lluvia,40,6.31,23.5,0
R2026-02974,Lluvia,33,3.75,51.0,1
R2026-02975,Medio,5,,14.3,1
R2026-02976,Medio,35,NaN,18.9,1
R2026-02977,Blando,4,3.98,27.1,1
R2026-02978,Medio,39,6.5,34.5,0
R2026-02979,Duro,1,5.71,46.5,0
R2026-02980,Medio,33,3.0,54.1,0
R2026-02981,Blando,-14,4.7,44.4,1
R2026-02982,Duro,45,2.52,35.2,1
R2026-02983,Lluvia,13,2.52,27.1,1
R2026-02984,Lluvia,12,3.21,47.5,1
R2026-02985,Lluvia,19,4.16,,1
R2026-02986,Blando,3,2.92,48.4,0
R2026-02987,Blando,11,5.7,32.7,0
R2026-02988,Medio,32,4.39,48.9,1
R2026-02989,Medio,42,6.37,47.7,0
R2026-02990,Duro,-5,5.23,25.3,0
R2026-02991,Lluvia,45,5.08,14.5,0
R2026-02992,Duro,2,4.95,35.6,0
R2026-02993,Blando,33,4.16,50.8,0
R2026-02994,Blando,41,3.76,23.6,1
R2026-02995,Duro,31,4.99,53.0,1
R2026-02996,Blando,43,2.73,34.4,0
R2026-02997,Lluvia,37,5.96,20.6,0
R2026-02998,Duro,26,2.34,26.7,0
R2026-02999,Medio,32,2.89,18.8,1
R2026-03000,Duro,9,5.95,,1
R2026-03001,Medio,7,3.84,23.7,0
R2026-03002,Duro,22,4.31,46.0,0
R2026-03003,Blando,37,3.89,15.2,1
R2026-03004,Lluvia,6,6.29,48.1,1
R2026-03005,Medio,19,6.17,53.8,1
R2026-03006,Medio,33,5.78,14.7,1
R2026-03007,Duro,17,5.43,53.7,0
R2026-03008,Medio,44,2.69,14.9,1
R2026-03009,Blando,1,3.16,51.7,1
R2026-03010,,4,6.2,24.6,0
R2026-03011,Medio,39,104.3,14.1,0
R2026-03012,Lluvia,39,2.68,45.9,0
R2026-03013,Medio,18,6.28,40.6,1
R2026-03014,Duro,-11,2.99,42.7,1
R2026-03015,Lluvia,33,2.6,38.1,0
R2026-03016,Duro,45,6.01,15.3,1
R2026-03017,Lluvia,22,3.64,34.1,1
R2026-03018,Medio,24,3.39,33.8,0
R2026-03019,Lluvia,16,6.41,54.8,0
R2026-03020,Duro,42,2.11,20.3,1
R2026-03021,Lluvia,1,2.93,38.5,0
R2026-03022,Medio,16,,47.5,1
R2026-03023,Blando,43,2.77,26.7,1
R2026-03024,Blando,25,3.68,44.6,0
R2026-03025,Medio,7,5.14,37.1,0
R2026-03026,Duro,10,2.76,44.9,0
R2026-03027,Lluvia,26,3.39,30.9,1
R2026-03028,Duro,1,5.01,51.2,0
R2026-03029,Blando,34,,33.2,0
R2026-03030,Lluvia,9,6.45,27.0,1
R2026-03031,Medio,,4.94,19.2,0
R2026-03032,Lluvia,12,4.93,46.3,0
R2026-03033,Duro,7,4.02,32.4,0
R2026-03034,Medio,-3,2.41,41.7,0
R2026-03035,Medio,24,3.09,24.8,0
R2026-03036,Blando,45,2.58,21.8,1
R2026-03037,Duro,21,6.26,14.1,1
R2026-03038,Duro,6,5.95,22.0,1
R2026-03039,Lluvia,23,5.49,16.2,1
R2026-03040,Blando,18,5.83,28.8,1
R2026-03041,Medio,30,3.61,22.7,1
R2026-03042,Medio,22,4.04,38.8,0
R2026-03043,Blando,-9,5.4,19.8,1
R2026-03044,Blando,6,5.0,14.7,0
R2026-03045,Duro,7,4.4,54.5,0
R2026-03046,Blando,31,6.35,39.2,1
R2026-03047,Blando,8,4.68,,1
R2026-03048,Duro,12,4.95,15.9,1
R2026-03049,Blando,41,6.35,29.1,1
R2026-03050,Blando,26,2.43,37.3,0
R2026-03051,Blando,3,3.63,43.0,0
R2026-03052,Blando,14,4.95,18.1,0
R2026-03053,Blando,1,4.66,33.7,0
R2026-03054,Blando,41,6.19,54.7,0
R2026-03055,Blando,44,5.61,30.0,0
R2026-03056,Duro,,3.08,46.4,1
R2026-03057,Lluvia,42,5.64,33.9,0
R2026-03058,Blando,40,2.78,18.2,1
R2026-03059,Blando,7,4.44,33.3,0
R2026-03060,Medio,32,3.5,25.4,1
R2026-03061,Blando,29,3.72,16.8,0
R2026-03062,Blando,32,5.8,28.8,0
R2026-03063,Lluvia,29,2.94,21.0,0
R2026-03064,Medio,20,3.05,35.2,1
R2026-03065,Lluvia,34,5.57,43.6,0
R2026-03066,Blando,37,3.59,22.2,1
R2026-03067,Medio,5,3.61,26.2,0
R2026-03068,Blando,14,5.68,33.7,1
R2026-03069,Blando,39,4.7,15.9,0
R2026-03070,Blando,31,2.61,36.8,1
R2026-03071,Blando,44,6.04,29.4,1
R2026-03072,Blando,,5.92,52.4,1
R2026-03073,Medio,26,3.81,42.9,0
R2026-03074,Lluvia,15,6.03,42.2,0
R2026-03075,Lluvia,20,3.14,14.1,1
R2026-03076,Duro,40,3.59,NaN,1
