cliente_id,edad,tickets_soporte,metodo_pago,gasto_total,abandono
CLI-02689,19,6,PayPal,6711.8,0
CLI-02690,29,16,Tarjeta,4482.14,0
CLI-02691,-5,7,Transferencia,3155.2,0
CLI-02692,56,20,,1773.0,0
CLI-02693,45,5,PayPal,7753.61,0
CLI-02694,73,3,Tarjeta,1634.49,0
CLI-02695,51,5,Transferencia,327.51,1
CLI-02696,40,2,Transferencia,4876.42,0
CLI-02697,NaN,19,Transferencia,2693.25,1
CLI-02698,27,8,PayPal,1159.2,1
CLI-02699,54,2,Transferencia,2194.86,0
CLI-02700,73,12,Tarjeta,1273.74,0
CLI-02701,24,14,PayPal,4815.34,1
CLI-02702,79,7,Transferencia,3864.13,1
CLI-02703,46,11,Tarjeta,5969.28,1
CLI-02704,33,18,PayPal,825.0,0
CLI-02705,67,10,Tarjeta,6827.68,0
CLI-02706,43,17,Transferencia,695.49,1
CLI-02707,80,16,Tarjeta,4674.34,1
CLI-02708,52,9,,6227.69,0
CLI-02709,64,12,Transferencia,5614.83,1
CLI-02710,38,13,Tarjeta,5950.58,0
CLI-02711,49,11,Tarjeta,6660.0,0
CLI-02712,35,16,Transferencia,5003.85,0
CLI-02713,41,12,Tarjeta,1257.39,0
CLI-02714,48,9,Tarjeta,4093.39,0
CLI-02715,77,12,PayPal,3947.86,0
CLI-02716,18,9,Tarjeta,7547.79,1
CLI-02717,40,9,PayPal,164.07,0
CLI-02718,-5,19,Tarjeta,3491.39,1
CLI-02719,69,14,Transferencia,2251.25,0
CLI-02720,69,10,Tarjeta,1261.35,0
CLI-02721,34,15,Transferencia,6197.79,0
CLI-02722,75,15,Tarjeta,-232.43,0
CLI-02723,64,7,,810.98,1
CLI-02724,73,15,PayPal,700.22,0
CLI-02725,57,17,Tarjeta,2274.67,1
CLI-02726,62,18,Transferencia,4122.54,0
CLI-02727,71,20,Transferencia,6785.24,0
CLI-02728,51,6,Transferencia,5837.57,0
CLI-02729,24,19,PayPal,2528.64,0
CLI-02730,29,1,PayPal,5538.48,1
CLI-02731,31,,PayPal,3830.56,0
CLI-02732,38,5,Transferencia,1754.65,1
CLI-02733,78,19,PayPal,1264.97,0
CLI-02734,25,16,Transferencia,2060.32,1
CLI-02735,51,2,PayPal,3513.13,1
CLI-02736,20,14,PayPal,5662.84,0
CLI-02737,76,3,PayPal,5453.96,0
CLI-02738,76,8,Transferencia,7747.91,0
CLI-02739,51,NaN,Tarjeta,2579.63,1
CLI-02740,65,7,PayPal,5494.5,0
CLI-02741,21,13,PayPal,6600.01,0
CLI-02742,22,,Transferencia,6566.15,1
CLI-02743,34,10,Transferencia,7712.41,0
CLI-02744,24,15,Tarjeta,6289.02,1
CLI-02745,44,8,Tarjeta,1452.86,1
CLI-02746,66,3,Tarjeta,6600.08,1
CLI-02747,79,18,PayPal,1319.75,1
CLI-02748,77,10,PayPal,,1
CLI-02749,70,13,PayPal,4235.7,1
CLI-02750,39,NaN,Transferencia,5239.83,1
CLI-02751,,7,Tarjeta,915.73,0
CLI-02752,54,20,Transferencia,6461.34,0
CLI-02753,64,8,PayPal,54.66,0
CLI-02754,76,7,Transferencia,6113.5,0
CLI-02755,75,13,Transferencia,3874.82,1
CLI-02756,65,11,PayPal,3244.53,1
CLI-02757,NaN,11,PayPal,4537.72,1
CLI-02758,35,12,Transferencia,4882.57,1
CLI-02759,57,16,Tarjeta,4851.91,1
CLI-02760,58,0,Transferencia,2603.08,1
CLI-02761,38,10,Transferencia,7256.27,1
CLI-02762,20,4,Transferencia,4379.23,1
CLI-02763,55,16,Tarjeta,5431.65,1
CLI-02764,52,18,,1415.58,1
CLI-02765,,16,Transferencia,6979.27,1
CLI-02766,68,15,Tarjeta,1476.18,0
CLI-02767,77,9,Tarjeta,2643.38,1
CLI-02768,38,11,Transferencia,6649.95,1
CLI-02769,36,2,Tarjeta,6140.7,1
CLI-02770,41,5,PayPal,2187.02,1
CLI-02771,43,10,Transferencia,1366.36,0
CLI-02772,45,13,PayPal,7438.04,0
CLI-02773,55,2,Tarjeta,6047.22,1
CLI-02774,55,17,Transferencia,NaN,1
CLI-02775,77,9,Transferencia,7751.77,1
CLI-02776,35,7,Transferencia,6121.84,1
CLI-02777,45,16,Tarjeta,-447.69,0
CLI-02778,80,2,Transferencia,4485.97,0
CLI-02779,32,18,Tarjeta,7929.63,1
CLI-02780,32,8,,4552.88,0
CLI-02781,61,3,PayPal,5387.03,1
CLI-02782,41,8,PayPal,4358.18,0
CLI-02783,48,17,PayPal,4262.01,1
CLI-02784,78,4,Tarjeta,2383.14,0
CLI-02785,,16,Transferencia,,0
CLI-02786,75,10,Tarjeta,6380.16,0
CLI-02787,49,19,Transferencia,3157.17,1
CLI-02788,78,15,Transferencia,2507.57,0
CLI-02789,49,3,PayPal,47.95,0
CLI-02790,74,11,Tarjeta,NaN,0
CLI-02791,,0,Transferencia,2332.36,1
CLI-02792,65,7,,5050.77,1
CLI-02793,22,12,Transferencia,5725.54,1
CLI-02794,41,1,Tarjeta,1622.0,0
CLI-02795,71,6,Transferencia,676.85,0
CLI-02796,57,19,PayPal,3972.97,0
CLI-02797,79,6,Transferencia,5213.32,0
CLI-02798,80,6,Tarjeta,6326.46,1
CLI-02799,59,9,Transferencia,-140.22,0
CLI-02800,48,14,Tarjeta,3863.85,1
CLI-02801,34,,,4254.98,1
CLI-02802,NaN,14,Transferencia,572.11,0
CLI-02803,52,12,PayPal,4820.93,1
CLI-02804,68,16,Transferencia,7934.29,1
CLI-02805,43,17,PayPal,7874.54,0
CLI-02806,,17,PayPal,5395.25,1
CLI-02807,61,8,PayPal,686.84,0
CLI-02808,24,1,,647.84,0
CLI-02809,69,4,Tarjeta,4320.8,0
CLI-02810,71,13,Transferencia,4465.7,0
CLI-02811,63,10,Tarjeta,2752.89,1
CLI-02812,78,19,Transferencia,6788.49,1
CLI-02813,210,14,Tarjeta,1591.07,0
CLI-02814,29,14,PayPal,986.12,0
CLI-02815,26,11,Transferencia,5375.39,1
CLI-02816,48,11,Transferencia,6885.82,0
CLI-02817,25,1,Tarjeta,6108.77,0
CLI-02818,70,13,,-411.43,0
CLI-02819,59,16,Tarjeta,2019.96,0
CLI-02820,49,19,PayPal,5659.54,1
CLI-02821,21,9,,4645.71,1
CLI-02822,24,5,Tarjeta,7171.99,0
CLI-02823,68,14,PayPal,7452.47,1
CLI-02824,68,7,Transferencia,243.77,1
CLI-02825,73,12,PayPal,6122.24,0
CLI-02826,35,11,,3718.42,1
CLI-02827,,2,PayPal,104.7,0
CLI-02828,78,6,PayPal,5680.47,0
CLI-02829,33,0,PayPal,7625.97,0
CLI-02830,33,11,Tarjeta,4669.19,1
CLI-02831,60,13,Tarjeta,-123.93,1
CLI-02832,55,3,PayPal,6063.8,0
CLI-02833,62,17,Transferencia,3202.34,0
CLI-02834,69,20,PayPal,-39.23,0
CLI-02835,NaN,5,Transferencia,5973.62,0
CLI-02836,37,10,Tarjeta,1273.36,1
CLI-02837,25,1,Transferencia,3001.4,0
CLI-02838,19,15,PayPal,6446.33,0
CLI-02839,71,0,PayPal,5470.21,0
CLI-02840,NaN,6,Transferencia,1919.51,1
CLI-02841,37,8,PayPal,5818.96,1
CLI-02842,57,12,Tarjeta,6221.5,0
CLI-02843,48,20,Tarjeta,-228.97,0
CLI-02844,33,1,PayPal,4509.86,0
CLI-02845,23,14,Transferencia,6173.39,1
CLI-02846,38,12,Transferencia,3742.15,1
CLI-02847,65,13,Transferencia,6626.12,0
CLI-02848,32,12,Tarjeta,4331.95,1
CLI-02849,39,20,Tarjeta,7729.58,1
CLI-02850,20,17,Tarjeta,5897.39,1
CLI-02851,67,2,PayPal,3791.26,0
CLI-02852,,1,Transferencia,4374.31,1
CLI-02853,51,19,Tarjeta,7138.0,1
CLI-02854,32,5,Tarjeta,7251.85,0
CLI-02855,45,1,Tarjeta,5643.68,0
CLI-02856,74,19,Tarjeta,5270.69,1
CLI-02857,37,10,PayPal,4945.68,1
CLI-02858,28,6,Transferencia,7869.02,0
CLI-02859,39,2,PayPal,3249.91,0
CLI-02860,56,13,PayPal,339.07,1
CLI-02861,56,9,PayPal,,0
CLI-02862,65,2,,5869.57,0
CLI-02863,37,16,PayPal,NaN,1
CLI-02864,59,7,Tarjeta,3916.25,1
CLI-02865,64,3,PayPal,4335.49,1
CLI-02866,50,17,,3971.14,0
CLI-02867,62,16,PayPal,7619.39,1
CLI-02868,54,17,PayPal,6282.06,0
CLI-02869,36,5,PayPal,4586.76,0
CLI-02870,37,19,PayPal,7305.16,0
CLI-02871,67,7,PayPal,5738.61,0
CLI-02872,78,7,Transferencia,6223.98,0
CLI-02873,78,8,Tarjeta,2489.07,1
CLI-02874,60,NaN,PayPal,7868.07,0
CLI-02875,62,3,Transferencia,7773.62,1
CLI-02876,44,10,,111.35,0
CLI-02877,53,7,Transferencia,3099.7,0
CLI-02878,32,9,Transferencia,7033.33,0
CLI-02879,64,4,Transferencia,3172.06,1
CLI-02880,30,5,Tarjeta,4776.56,1
CLI-02881,72,8,PayPal,7112.64,1
CLI-02882,64,NaN,Tarjeta,1687.47,1
CLI-02883,44,18,PayPal,329.66,1
CLI-02884,32,4,Tarjeta,4107.78,1
CLI-02885,43,15,Tarjeta,-118.53,1
CLI-02886,64,12,,7300.37,1
CLI-02887,29,9,Tarjeta,3326.59,1
CLI-02888,49,10,Transferencia,4829.89,1
CLI-02889,55,19,Tarjeta,5448.03,0
CLI-02890,65,4,Tarjeta,5161.52,0
CLI-02891,,9,Tarjeta,2642.18,1
CLI-02892,30,0,Tarjeta,792.85,1
CLI-02893,150,6,Tarjeta,1125.61,1
CLI-02894,48,8,PayPal,6303.22,1
CLI-02895,78,18,Tarjeta,3408.59,1
CLI-02896,19,13,Tarjeta,7346.27,0
CLI-02897,69,0,Tarjeta,2663.53,0
CLI-02898,30,18,Transferencia,6605.77,1
CLI-02899,-5,10,Tarjeta,6396.63,1
CLI-02900,32,16,Tarjeta,1727.04,1
CLI-02901,23,5,Tarjeta,5785.71,0
CLI-02902,62,8,Transferencia,1156.98,0
CLI-02903,32,7,Tarjeta,6920.49,0
CLI-02904,68,19,,6957.86,1
CLI-02905,-5,12,Transferencia,352.32,0
CLI-02906,64,3,Transferencia,3281.7,1
CLI-02907,61,15,Tarjeta,7145.24,1
CLI-02908,48,10,Tarjeta,6521.7,0
CLI-02909,70,6,Transferencia,7499.23,1
CLI-02910,41,12,Tarjeta,762.96,1
CLI-02911,21,19,Tarjeta,7621.82,1
CLI-02912,75,20,Tarjeta,3927.67,1
CLI-02913,210,14,PayPal,2637.91,0
CLI-02914,NaN,5,PayPal,4887.9,1
CLI-02915,76,5,PayPal,7668.12,0
CLI-02916,19,10,Transferencia,7556.07,1
CLI-02917,70,2,Tarjeta,5546.68,0
CLI-02918,31,3,PayPal,2576.66,0
CLI-02919,24,19,Tarjeta,7358.7,0
CLI-02920,190,11,Transferencia,150.87,1
CLI-02921,21,5,Transferencia,5771.58,1
CLI-02922,74,12,Transferencia,1431.05,1
CLI-02923,65,18,Transferencia,5754.47,0
CLI-02924,28,18,Tarjeta,3225.87,1
CLI-02925,62,17,Tarjeta,1245.31,1
CLI-02926,64,9,Tarjeta,3586.19,1
CLI-02927,66,14,Transferencia,7575.41,1
CLI-02928,26,15,Transferencia,4745.7,1
CLI-02929,61,9,Transferencia,1274.86,0
CLI-02930,47,17,Tarjeta,-289.15,1
CLI-02931,48,20,Tarjeta,4831.16,1
CLI-02932,31,19,PayPal,1105.02,0
CLI-02933,61,16,Transferencia,5753.56,0
CLI-02934,65,12,PayPal,3736.3,0
CLI-02935,65,3,Transferencia,7592.18,0
CLI-02936,65,3,Tarjeta,7567.38,0
CLI-02937,34,16,Tarjeta,7138.79,0
CLI-02938,34,13,Tarjeta,6212.01,1
CLI-02939,41,0,PayPal,6062.03,1
CLI-02940,21,15,PayPal,5318.86,0
CLI-02941,74,1,Tarjeta,4279.66,1
CLI-02942,44,2,PayPal,732.69,0
CLI-02943,28,5,PayPal,185.77,1
CLI-02944,,0,Transferencia,7870.79,0
CLI-02945,36,0,PayPal,2961.72,0
CLI-02946,69,14,Transferencia,3930.01,0
CLI-02947,66,3,PayPal,791.57,1
CLI-02948,36,,Transferencia,7344.1,0
CLI-02949,,13,Tarjeta,1730.89,0
CLI-02950,70,0,Transferencia,724.71,0
CLI-02951,71,5,Transferencia,7773.23,0
CLI-02952,75,0,Tarjeta,2231.23,1
CLI-02953,70,11,Transferencia,5753.3,1
CLI-02954,68,16,Tarjeta,5740.21,1
CLI-02955,22,19,PayPal,1317.61,1
CLI-02956,150,2,Tarjeta,2774.05,1
CLI-02957,,5,PayPal,1923.86,0
CLI-02958,-5,12,PayPal,1847.19,0
CLI-02959,68,0,,7003.37,0
CLI-02960,NaN,3,,3250.69,0
CLI-02961,51,8,PayPal,5523.22,1
CLI-02962,25,17,Transferencia,2670.04,1
CLI-02963,45,6,Tarjeta,5216.19,0
CLI-02964,28,5,,1060.76,0
CLI-02965,52,0,PayPal,7149.91,0
CLI-02966,80,9,Tarjeta,3781.7,0
CLI-02967,,10,Tarjeta,1010.3,0
CLI-02968,30,18,PayPal,3820.76,0
CLI-02969,38,3,PayPal,6171.09,0
CLI-02970,21,20,Transferencia,NaN,0
CLI-02971,31,2,PayPal,3923.42,1
CLI-02972,26,5,PayPal,5197.99,1
CLI-02973,36,19,Transferencia,999.08,1
CLI-02974,41,0,Transferencia,604.72,1
CLI-02975,51,0,Transferencia,7279.76,1
CLI-02976,26,18,Tarjeta,7532.18,0
CLI-02977,32,7,PayPal,594.9,1
CLI-02978,51,15,Transferencia,4714.37,1
CLI-02979,39,2,Transferencia,417.99,1
CLI-02980,78,6,Transferencia,4899.54,1
CLI-02981,65,17,,6743.13,1
CLI-02982,78,14,Transferencia,2010.68,0
CLI-02983,32,1,PayPal,77.82,1
CLI-02984,53,,PayPal,4625.95,0
CLI-02985,18,19,Transferencia,4024.92,1
CLI-02986,NaN,6,PayPal,7232.38,0
CLI-02987,78,17,PayPal,7978.65,1
CLI-02988,22,1,Transferencia,3554.42,1
CLI-02989,22,5,PayPal,NaN,0
CLI-02990,64,18,PayPal,2742.95,0
CLI-02991,21,3,PayPal,4526.6,1
CLI-02992,39,20,PayPal,5493.99,1
CLI-02993,73,3,Transferencia,4554.46,1
CLI-02994,69,16,PayPal,923.76,0
CLI-02995,36,13,PayPal,6398.25,0
CLI-02996,37,16,Tarjeta,3391.87,0
CLI-02997,73,1,Tarjeta,5020.98,1
CLI-02998,18,5,Tarjeta,5199.44,0
CLI-02999,60,1,PayPal,6340.31,1
CLI-03000,53,4,PayPal,7798.56,1
CLI-03001,48,15,Transferencia,2770.95,0
CLI-03002,45,0,Transferencia,6532.22,1
CLI-03003,65,18,PayPal,NaN,1
CLI-03004,25,14,Transferencia,,1
CLI-03005,65,9,PayPal,5737.22,0
CLI-03006,21,13,PayPal,5072.12,1
CLI-03007,58,11,Tarjeta,NaN,1
CLI-03008,32,9,PayPal,6351.3,0
CLI-03009,26,2,PayPal,1096.38,1
CLI-03010,73,16,Transferencia,2141.87,0
CLI-03011,48,15,Transferencia,7455.1,0
CLI-03012,42,NaN,Tarjeta,4985.14,1
CLI-03013,70,17,Tarjeta,6785.79,0
CLI-03014,38,9,PayPal,687.64,1
CLI-03015,44,1,Tarjeta,7676.76,0
CLI-03016,51,11,PayPal,2581.53,1
CLI-03017,72,3,Tarjeta,1069.26,1
CLI-03018,66,14,PayPal,,1
CLI-03019,27,20,PayPal,3674.2,0
CLI-03020,75,15,PayPal,4304.48,0
CLI-03021,25,18,Tarjeta,7245.11,0
CLI-03022,24,14,PayPal,6214.19,1
CLI-03023,73,13,Tarjeta,1223.66,1
CLI-03024,52,17,Tarjeta,6289.1,1
CLI-03025,40,7,PayPal,1299.51,1
CLI-03026,52,7,Tarjeta,1428.78,1
CLI-03027,33,18,PayPal,1493.83,0
CLI-03028,77,18,Tarjeta,832.85,1
CLI-03029,30,7,Transferencia,3149.47,1
CLI-03030,59,5,Tarjeta,2628.97,1
CLI-03031,20,6,Tarjeta,1085.7,1
CLI-03032,26,NaN,PayPal,5817.95,1
CLI-03033,19,5,Transferencia,1366.67,1
CLI-03034,18,18,PayPal,5177.01,0
CLI-03035,79,11,PayPal,7551.63,0
CLI-03036,24,13,PayPal,3066.18,0
CLI-03037,38,19,,4528.5,0
CLI-03038,72,16,Transferencia,1254.11,1
CLI-03039,59,18,Tarjeta,839.03,0
CLI-03040,61,8,PayPal,6633.23,1
CLI-03041,57,11,PayPal,5451.97,1
CLI-03042,80,13,Tarjeta,3832.02,1
CLI-03043,60,7,Tarjeta,5723.63,0
CLI-03044,31,1,Tarjeta,2610.37,0
CLI-03045,79,18,PayPal,5197.36,0
CLI-03046,21,10,Tarjeta,5020.83,0
CLI-03047,42,9,PayPal,1655.37,1
CLI-03048,65,10,PayPal,5681.24,0
CLI-03049,27,13,Transferencia,6969.73,0
CLI-03050,34,15,Transferencia,7321.0,1
CLI-03051,24,16,Tarjeta,7465.72,1
CLI-03052,72,18,,2850.35,1
CLI-03053,64,7,Transferencia,525.88,0
CLI-03054,23,4,PayPal,3315.22,1
CLI-03055,24,9,Transferencia,7711.71,0
CLI-03056,60,5,Tarjeta,2506.02,1
CLI-03057,51,9,Tarjeta,1770.69,1
CLI-03058,59,17,Tarjeta,4593.16,0
CLI-03059,37,16,,,1
CLI-03060,29,1,Tarjeta,7092.69,0
CLI-03061,63,18,Tarjeta,250.99,0
CLI-03062,75,15,Transferencia,189.82,1
CLI-03063,33,4,PayPal,NaN,0
CLI-03064,79,13,,5341.58,0
CLI-03065,74,17,PayPal,1807.3,1
CLI-03066,29,10,PayPal,2651.51,1
CLI-03067,61,4,Tarjeta,2402.78,1
CLI-03068,80,16,PayPal,289.82,1
CLI-03069,26,5,,2839.33,1
CLI-03070,77,16,Transferencia,7139.76,1
CLI-03071,43,7,Tarjeta,3177.63,0
CLI-03072,79,18,Tarjeta,1939.66,1
CLI-03073,60,17,Transferencia,6727.9,0
CLI-03074,63,2,Transferencia,5676.49,1
CLI-03075,53,0,Tarjeta,4420.29,1
CLI-03076,0,16,PayPal,15.61,0
CLI-03077,28,18,Tarjeta,1162.88,1
CLI-03078,37,17,Tarjeta,7322.33,0
CLI-03079,38,3,Tarjeta,3254.53,1
CLI-03080,79,10,Transferencia,2307.01,1
CLI-03081,,5,PayPal,3139.92,1
CLI-03082,32,4,PayPal,1477.68,0
CLI-03083,53,19,PayPal,1616.28,0
CLI-03084,80,11,Transferencia,-195.08,1
CLI-03085,79,5,Transferencia,1326.09,0
CLI-03086,57,8,Tarjeta,-292.72,0
CLI-03087,,15,Transferencia,7866.81,0
CLI-03088,25,3,Tarjeta,3114.11,1
CLI-03089,19,4,,,0
CLI-03090,65,10,PayPal,3309.38,1
CLI-03091,23,16,PayPal,,1
CLI-03092,30,1,Transferencia,5679.07,1
CLI-03093,45,17,Transferencia,1541.36,0
CLI-03094,58,1,Tarjeta,1425.13,0
CLI-03095,25,4,Tarjeta,368.8,1
CLI-03096,71,11,Transferencia,4301.76,1
CLI-03097,56,15,Tarjeta,4226.77,0
CLI-03098,77,12,Transferencia,1073.69,0
CLI-03099,28,18,Transferencia,5705.66,0
CLI-03100,41,19,,4321.45,0
CLI-03101,NaN,12,Transferencia,6785.66,1
CLI-03102,28,9,PayPal,1210.33,0
CLI-03103,26,2,Tarjeta,4033.97,0
CLI-03104,74,3,Transferencia,6429.28,1
CLI-03105,75,0,Tarjeta,6198.58,0
CLI-03106,21,12,Tarjeta,3380.53,1
CLI-03107,26,0,PayPal,6291.46,0
CLI-03108,77,5,PayPal,6488.46,1
CLI-03109,18,3,Transferencia,4934.83,0
CLI-03110,44,7,Transferencia,1021.09,0
CLI-03111,40,20,Tarjeta,1935.93,0
CLI-03112,19,12,PayPal,6527.19,1
CLI-03113,24,6,Transferencia,6172.22,1
CLI-03114,39,16,Tarjeta,7942.06,1
CLI-03115,22,14,PayPal,7441.66,1
CLI-03116,19,4,PayPal,,1
CLI-03117,30,5,Transferencia,5733.25,0
CLI-03118,49,4,Transferencia,3565.53,1
CLI-03119,70,6,Tarjeta,4877.94,1
CLI-03120,25,20,Tarjeta,2366.73,1
CLI-03121,32,20,Transferencia,6858.43,0
CLI-03122,39,3,Tarjeta,4184.55,0
CLI-03123,49,12,PayPal,3779.57,1
CLI-03124,48,11,PayPal,3515.3,1
CLI-03125,75,4,Transferencia,7439.36,0
CLI-03126,55,16,Tarjeta,7876.06,0
CLI-03127,64,0,Transferencia,787.6,1
CLI-03128,77,17,PayPal,3027.73,0
CLI-03129,71,17,PayPal,5008.57,1
CLI-03130,38,9,Tarjeta,4276.13,0
CLI-03131,67,15,Tarjeta,757.41,0
CLI-03132,39,5,Tarjeta,268.56,1
CLI-03133,79,3,PayPal,6903.28,1
CLI-03134,21,17,PayPal,6914.16,0
CLI-03135,35,16,PayPal,5914.0,1
CLI-03136,30,17,PayPal,3221.15,0
CLI-03137,59,0,Tarjeta,2164.04,0
CLI-03138,26,20,Transferencia,5677.8,0
CLI-03139,21,9,Transferencia,3570.51,0
CLI-03140,22,15,Tarjeta,2820.39,0
CLI-03141,31,6,PayPal,443.86,0
CLI-03142,76,12,Transferencia,7180.86,0
CLI-03143,35,11,Transferencia,,1
CLI-03144,56,3,PayPal,7474.63,1
CLI-03145,40,14,Tarjeta,,0
CLI-03146,53,9,Tarjeta,4588.32,1
CLI-03147,22,8,Tarjeta,7974.27,0
CLI-03148,66,12,Transferencia,2641.53,0
CLI-03149,27,12,Transferencia,4968.94,1
CLI-03150,28,15,Transferencia,3066.71,0
CLI-03151,73,11,Tarjeta,2133.08,1
CLI-03152,0,11,PayPal,4893.72,1
CLI-03153,21,7,Transferencia,NaN,1
CLI-03154,75,0,Tarjeta,6406.98,0
CLI-03155,43,3,Tarjeta,4644.04,1
CLI-03156,42,0,Tarjeta,4932.2,0
CLI-03157,46,2,Transferencia,5953.34,1
CLI-03158,76,12,PayPal,6906.96,1
CLI-03159,76,8,Transferencia,3140.91,0
CLI-03160,64,9,Tarjeta,7766.91,1
CLI-03161,41,17,Transferencia,5232.05,1
CLI-03162,44,13,PayPal,1999.11,0
CLI-03163,71,18,PayPal,5296.21,1
CLI-03164,21,9,PayPal,555.12,1
CLI-03165,42,16,Tarjeta,1528.27,1
CLI-03166,78,8,Transferencia,6786.89,1
CLI-03167,57,20,Transferencia,7735.1,0
CLI-03168,59,18,Tarjeta,5520.78,1
CLI-03169,48,0,Transferencia,6719.9,0
CLI-03170,66,2,PayPal,7794.79,1
CLI-03171,53,1,PayPal,7750.49,0
CLI-03172,80,8,Transferencia,4270.63,0
CLI-03173,60,15,Tarjeta,150.29,0
CLI-03174,150,11,Tarjeta,-409.92,1
CLI-03175,190,12,Tarjeta,-146.91,1
CLI-03176,33,19,PayPal,507.89,1
CLI-03177,210,5,,6736.83,1
CLI-03178,NaN,3,Transferencia,3754.33,0
CLI-03179,49,9,PayPal,3108.97,1
CLI-03180,50,19,Transferencia,6156.69,1
CLI-03181,23,5,PayPal,5977.3,0
CLI-03182,56,14,Tarjeta,2052.54,1
CLI-03183,69,17,Transferencia,2794.38,1
CLI-03184,47,4,Tarjeta,7724.78,1
CLI-03185,50,20,Tarjeta,991.37,0
CLI-03186,24,3,Transferencia,7123.93,0
CLI-03187,73,20,PayPal,4076.35,0
CLI-03188,32,7,,5852.14,0
CLI-03189,45,11,PayPal,3558.39,1
CLI-03190,50,12,Transferencia,1089.21,0
CLI-03191,41,10,PayPal,6907.88,0
CLI-03192,74,NaN,,2601.79,1
CLI-03193,65,13,Transferencia,5813.35,1
CLI-03194,80,NaN,Tarjeta,6579.3,0
CLI-03195,65,1,,4779.13,0
CLI-03196,51,8,Transferencia,7349.27,1
CLI-03197,44,16,Tarjeta,2181.19,0
CLI-03198,53,5,Transferencia,3994.22,0
CLI-03199,42,1,Tarjeta,2125.5,0
CLI-03200,38,3,Transferencia,6771.33,1
CLI-03201,62,16,,4922.04,1
CLI-03202,68,10,Transferencia,3514.22,1
CLI-03203,60,10,,6111.22,0
CLI-03204,27,5,Transferencia,2861.69,1
CLI-03205,35,17,PayPal,7300.98,1
CLI-03206,35,0,PayPal,7784.23,0
CLI-03207,29,1,Tarjeta,239.68,1
CLI-03208,19,15,Transferencia,1266.34,1
CLI-03209,37,3,Tarjeta,1339.72,1
CLI-03210,40,14,,854.56,0
CLI-03211,45,12,Tarjeta,1401.81,1
CLI-03212,67,6,,7326.07,1
CLI-03213,31,4,Transferencia,1188.92,0
CLI-03214,70,11,Transferencia,7557.08,0
CLI-03215,26,7,Transferencia,3720.9,1
CLI-03216,67,8,Tarjeta,4615.08,1
CLI-03217,32,6,Transferencia,2616.51,0
CLI-03218,22,17,PayPal,7506.31,1
CLI-03219,59,17,Tarjeta,1220.99,0
CLI-03220,38,16,PayPal,6699.92,0
CLI-03221,26,19,Transferencia,578.88,0
CLI-03222,65,17,PayPal,702.28,0
CLI-03223,62,6,Tarjeta,3306.24,1
CLI-03224,37,20,Transferencia,145.78,1
CLI-03225,27,5,Transferencia,7256.64,0
CLI-03226,28,1,Transferencia,2280.26,1
CLI-03227,22,15,Tarjeta,3198.03,1
CLI-03228,79,19,Transferencia,3492.6,1
CLI-03229,63,9,Transferencia,4006.69,0
CLI-03230,NaN,19,Transferencia,7746.99,1
CLI-03231,18,,Tarjeta,7716.4,0
CLI-03232,43,17,PayPal,1386.74,1
CLI-03233,33,18,Tarjeta,3826.92,0
CLI-03234,30,0,Transferencia,3191.94,0
CLI-03235,21,2,,-249.24,1
CLI-03236,,15,Tarjeta,3934.95,0
CLI-03237,26,19,Transferencia,1126.73,1
CLI-03238,25,0,PayPal,4457.27,0
CLI-03239,29,8,Tarjeta,2740.54,0
CLI-03240,,,Transferencia,834.85,1
CLI-03241,21,11,Tarjeta,3012.3,1
CLI-03242,70,3,Transferencia,2826.86,0
CLI-03243,69,7,Tarjeta,373.74,1
CLI-03244,19,2,Tarjeta,5189.14,0
CLI-03245,35,13,PayPal,-481.13,1
CLI-03246,0,15,Tarjeta,2767.15,0
CLI-03247,45,18,Tarjeta,-441.32,1
CLI-03248,19,1,Tarjeta,4789.75,1
CLI-03249,73,8,PayPal,7272.76,1
CLI-03250,71,0,Transferencia,3469.44,1
CLI-03251,68,11,Tarjeta,-271.7,1
CLI-03252,32,14,Transferencia,3281.72,0
CLI-03253,49,17,PayPal,1034.98,0
CLI-03254,41,3,PayPal,1883.56,0
CLI-03255,48,8,PayPal,3626.79,1
CLI-03256,22,6,Tarjeta,2099.3,0
CLI-03257,,3,Tarjeta,1944.45,0
CLI-03258,31,17,Tarjeta,940.16,0
CLI-03259,67,9,PayPal,4469.24,0
CLI-03260,46,1,Tarjeta,7747.67,0
CLI-03261,37,7,Tarjeta,1215.82,1
CLI-03262,32,2,Transferencia,2263.38,1
CLI-03263,33,17,Transferencia,1228.02,1
CLI-03264,76,6,Tarjeta,1125.16,0
CLI-03265,29,13,Tarjeta,3080.12,0
CLI-03266,32,10,PayPal,7334.42,0
CLI-03267,57,2,Transferencia,-305.94,0
CLI-03268,63,4,PayPal,5765.17,0
CLI-03269,52,20,Transferencia,-242.43,0
CLI-03270,29,12,Tarjeta,4653.84,1
CLI-03271,150,7,Tarjeta,3455.99,0
CLI-03272,30,13,PayPal,3605.76,0
CLI-03273,56,13,Transferencia,3426.3,1
CLI-03274,73,8,Tarjeta,5658.18,0
CLI-03275,77,18,PayPal,4275.69,1
CLI-03276,76,18,Tarjeta,6321.65,0
CLI-03277,67,7,Tarjeta,3478.27,1
CLI-03278,26,13,PayPal,-147.5,0
CLI-03279,72,NaN,Transferencia,2237.96,0
CLI-03280,73,2,Tarjeta,2364.97,0
