nodo_id,distro_linux,uso_cpu_pct,uso_ram_gb,temperatura_c,fallo_sistema
SRV-04706,Ubuntu,,14.4,83.3,0
SRV-04707,Fedora,27.3,52.3,NaN,1
SRV-04708,Ubuntu,781.6,6.0,76.5,1
SRV-04709,Ubuntu,95.3,21.3,48.3,0
SRV-04710,Ubuntu,95.7,21.9,40.2,1
SRV-04711,Ubuntu,44.1,32.0,35.2,0
SRV-04712,Ubuntu,77.6,23.0,92.9,0
SRV-04713,CachyOS,34.2,59.2,93.7,0
SRV-04714,Arch,47.7,54.6,64.9,1
SRV-04715,Arch,83.0,34.2,65.0,0
SRV-04716,Ubuntu,44.5,28.3,89.0,0
SRV-04717,Arch,18.6,59.0,43.7,1
SRV-04718,CachyOS,53.5,54.7,35.8,1
SRV-04719,CachyOS,33.4,7.3,48.5,0
SRV-04720,Fedora,41.8,61.8,75.9,1
SRV-04721,Arch,93.1,47.7,38.7,0
SRV-04722,CachyOS,823.8,7.6,92.9,1
SRV-04723,CachyOS,65.2,54.4,85.2,1
SRV-04724,Arch,55.2,1.3,40.5,1
SRV-04725,CachyOS,2.4,36.7,88.2,1
SRV-04726,Arch,4.5,2.7,83.1,1
SRV-04727,Fedora,20.3,3.0,50.0,0
SRV-04728,Fedora,33.7,29.2,53.0,0
SRV-04729,Arch,70.1,24.8,83.0,0
SRV-04730,,26.6,34.9,33.5,0
SRV-04731,Fedora,40.8,43.8,59.6,1
SRV-04732,CachyOS,87.0,51.8,67.9,1
SRV-04733,Arch,58.6,40.9,28.5,1
SRV-04734,Ubuntu,97.6,4.7,74.4,1
SRV-04735,Ubuntu,52.5,30.3,29.4,1
SRV-04736,Ubuntu,87.6,8.4,92.1,0
SRV-04737,Fedora,27.9,12.5,50.4,0
SRV-04738,CachyOS,45.4,44.0,67.0,1
SRV-04739,Fedora,17.5,47.2,270.0,1
SRV-04740,Fedora,52.4,59.0,91.9,1
SRV-04741,CachyOS,588.7,59.1,52.4,1
SRV-04742,Fedora,76.1,44.6,45.4,1
SRV-04743,Arch,5.1,6.3,83.3,1
SRV-04744,CachyOS,95.7,39.3,57.9,1
SRV-04745,Fedora,13.6,62.6,67.0,0
SRV-04746,Fedora,57.4,2.0,33.6,0
SRV-04747,Fedora,20.1,52.6,37.4,1
SRV-04748,Fedora,93.9,58.2,52.5,1
SRV-04749,CachyOS,67.9,57.7,61.5,1
SRV-04750,Fedora,64.0,53.4,30.7,1
SRV-04751,Arch,97.2,28.8,33.9,0
SRV-04752,Fedora,61.4,31.4,36.5,0
SRV-04753,Arch,60.3,8.4,78.7,1
SRV-04754,Ubuntu,711.6,18.0,75.0,1
SRV-04755,Ubuntu,4.8,59.6,32.7,0
SRV-04756,Arch,6.4,21.6,29.4,1
SRV-04757,Ubuntu,646.4,16.0,35.7,0
SRV-04758,Arch,25.0,9.5,84.3,0
SRV-04759,Ubuntu,72.4,57.1,31.7,0
SRV-04760,Arch,22.3,61.3,42.3,1
SRV-04761,Arch,80.6,19.1,61.6,0
SRV-04762,CachyOS,6.2,9.6,50.1,1
SRV-04763,Arch,67.5,2.6,62.0,0
SRV-04764,Fedora,29.7,52.2,57.3,0
SRV-04765,Fedora,16.3,17.5,82.8,1
SRV-04766,Arch,81.7,47.3,46.3,1
SRV-04767,CachyOS,16.1,62.4,42.3,1
SRV-04768,Fedora,49.3,62.6,86.0,1
SRV-04769,CachyOS,68.7,28.9,35.2,0
SRV-04770,Fedora,89.2,11.5,81.4,1
SRV-04771,Ubuntu,69.9,15.7,72.3,0
SRV-04772,CachyOS,23.9,40.7,30.6,1
SRV-04773,Ubuntu,74.0,18.9,55.3,1
SRV-04774,CachyOS,55.8,21.9,33.4,1
SRV-04775,Fedora,576.0,10.2,40.8,1
SRV-04776,Fedora,7.3,48.6,84.1,1
SRV-04777,Ubuntu,81.3,44.0,33.0,1
SRV-04778,Arch,60.1,59.4,329.8,0
SRV-04779,Ubuntu,,34.3,63.6,0
SRV-04780,Arch,61.5,61.9,62.7,0
SRV-04781,Ubuntu,31.9,53.5,77.4,1
SRV-04782,Fedora,70.4,41.3,427.1,0
SRV-04783,CachyOS,NaN,60.1,74.9,1
SRV-04784,CachyOS,66.4,61.2,33.1,1
SRV-04785,Fedora,38.8,17.3,,1
SRV-04786,Fedora,23.9,24.5,46.3,0
SRV-04787,Arch,73.7,51.3,33.5,1
SRV-04788,Ubuntu,90.9,42.4,64.5,1
SRV-04789,Ubuntu,80.9,1.4,83.2,0
SRV-04790,Fedora,67.0,34.4,46.3,1
SRV-04791,Fedora,620.8,18.3,40.9,1
SRV-04792,CachyOS,42.4,10.5,NaN,1
SRV-04793,Fedora,69.0,39.1,56.9,1
SRV-04794,CachyOS,30.0,29.1,72.5,1
SRV-04795,CachyOS,90.4,29.7,80.6,0
SRV-04796,Fedora,47.4,62.4,75.9,1
SRV-04797,Arch,30.3,4.0,72.4,0
SRV-04798,Ubuntu,24.5,3.9,78.1,1
SRV-04799,Arch,79.7,29.6,87.5,0
SRV-04800,Arch,20.3,53.9,70.7,0
SRV-04801,Arch,8.0,59.5,38.8,0
SRV-04802,Arch,29.4,57.2,75.3,0
SRV-04803,CachyOS,33.0,21.1,89.2,0
SRV-04804,Ubuntu,36.9,48.3,32.0,1
SRV-04805,Fedora,79.3,33.4,40.5,0
SRV-04806,Fedora,43.3,62.6,70.7,1
SRV-04807,CachyOS,42.3,39.4,414.4,1
SRV-04808,Arch,34.2,18.5,93.6,1
SRV-04809,Ubuntu,19.9,10.6,37.3,1
SRV-04810,Ubuntu,61.5,54.4,91.8,0
SRV-04811,Ubuntu,70.1,36.6,90.2,1
SRV-04812,Fedora,53.3,48.9,45.9,1
SRV-04813,Ubuntu,77.9,8.1,69.0,0
SRV-04814,Arch,56.8,44.5,72.8,1
SRV-04815,Ubuntu,39.7,60.9,64.8,0
SRV-04816,CachyOS,35.5,51.8,72.1,1
SRV-04817,CachyOS,758.1,36.1,33.5,1
SRV-04818,CachyOS,97.8,27.6,37.1,0
SRV-04819,Arch,19.2,19.4,67.3,0
SRV-04820,Ubuntu,63.6,44.2,82.9,1
SRV-04821,Fedora,60.6,7.9,30.7,1
SRV-04822,Fedora,93.8,40.7,42.1,1
SRV-04823,CachyOS,51.2,57.4,92.2,0
SRV-04824,Fedora,13.7,6.0,93.8,0
SRV-04825,Fedora,,42.6,43.4,0
SRV-04826,Arch,35.3,42.9,63.9,0
SRV-04827,,30.1,29.4,40.0,0
SRV-04828,Ubuntu,53.2,41.1,70.0,1
SRV-04829,Ubuntu,38.2,27.2,90.8,0
SRV-04830,CachyOS,NaN,31.9,90.7,1
SRV-04831,Arch,42.9,59.4,38.1,1
SRV-04832,CachyOS,44.7,21.9,73.5,0
SRV-04833,Ubuntu,86.8,8.3,,1
SRV-04834,Arch,60.2,55.7,54.9,0
SRV-04835,CachyOS,5.5,10.9,81.4,1
SRV-04836,CachyOS,87.6,11.4,45.8,0
SRV-04837,CachyOS,95.8,45.1,71.5,0
SRV-04838,Fedora,35.1,45.0,90.3,0
SRV-04839,Fedora,96.4,6.9,34.5,1
SRV-04840,Ubuntu,7.4,17.0,73.0,1
SRV-04841,Arch,32.9,59.5,53.7,0
SRV-04842,,85.3,44.0,60.1,0
SRV-04843,Ubuntu,92.3,15.3,63.3,1
SRV-04844,Arch,94.4,57.1,94.4,1
SRV-04845,Fedora,47.5,61.6,53.0,0
SRV-04846,CachyOS,56.5,59.0,64.9,1
SRV-04847,Fedora,44.7,11.7,84.3,0
SRV-04848,Ubuntu,15.1,39.8,NaN,0
SRV-04849,Ubuntu,31.6,56.2,36.1,0
SRV-04850,Fedora,15.5,38.2,74.9,1
SRV-04851,Ubuntu,74.3,46.5,79.4,1
SRV-04852,CachyOS,583.6,10.3,77.2,0
SRV-04853,Ubuntu,70.6,60.8,39.9,1
SRV-04854,Fedora,66.9,7.1,42.4,1
SRV-04855,Arch,41.1,8.6,63.9,0
SRV-04856,Fedora,23.1,45.8,93.7,1
SRV-04857,Ubuntu,47.1,52.8,35.3,1
SRV-04858,Ubuntu,53.9,63.3,74.7,1
SRV-04859,CachyOS,62.9,54.6,40.6,0
SRV-04860,Fedora,20.6,54.1,67.0,0
SRV-04861,Ubuntu,22.4,51.3,75.2,1
SRV-04862,CachyOS,52.3,48.7,81.3,1
SRV-04863,CachyOS,22.7,52.0,72.7,1
SRV-04864,Ubuntu,60.2,51.1,83.7,1
SRV-04865,CachyOS,51.9,18.6,64.3,1
SRV-04866,CachyOS,,18.0,85.1,1
SRV-04867,Fedora,74.9,7.2,74.1,0
SRV-04868,Fedora,42.3,20.9,76.8,0
SRV-04869,Fedora,48.0,39.2,75.1,1
SRV-04870,Fedora,42.5,28.4,58.2,0
SRV-04871,Fedora,48.6,63.9,74.9,1
SRV-04872,Arch,48.2,2.8,44.8,1
SRV-04873,Ubuntu,71.5,20.1,93.8,0
SRV-04874,Arch,78.4,28.0,67.8,1
SRV-04875,Fedora,NaN,63.8,47.7,0
SRV-04876,Arch,88.2,4.5,62.6,1
SRV-04877,CachyOS,83.4,30.7,30.9,1
SRV-04878,Arch,12.2,9.3,70.4,1
SRV-04879,Ubuntu,45.6,24.7,80.0,1
SRV-04880,Arch,70.7,24.0,33.3,0
SRV-04881,Fedora,70.0,58.3,86.7,0
SRV-04882,Ubuntu,87.4,20.0,30.8,1
SRV-04883,CachyOS,60.8,44.6,42.9,1
SRV-04884,Ubuntu,18.4,1.7,48.7,1
SRV-04885,Fedora,520.7,58.7,77.1,1
SRV-04886,Ubuntu,29.0,38.5,90.3,1
SRV-04887,Arch,22.6,55.4,74.7,1
SRV-04888,Ubuntu,801.0,35.5,32.6,0
SRV-04889,Ubuntu,16.9,24.3,76.3,0
SRV-04890,Ubuntu,87.7,34.8,77.0,0
SRV-04891,Arch,NaN,45.3,77.6,1
SRV-04892,Ubuntu,85.2,7.6,33.2,1
SRV-04893,Ubuntu,18.8,48.6,75.2,1
SRV-04894,Fedora,84.2,52.9,37.3,0
SRV-04895,Ubuntu,70.2,3.7,92.9,1
SRV-04896,CachyOS,10.8,,61.2,0
SRV-04897,Ubuntu,61.5,3.3,61.2,1
SRV-04898,Arch,39.0,32.3,55.4,1
SRV-04899,Arch,61.5,37.5,76.7,0
SRV-04900,Ubuntu,83.9,26.6,76.8,1
SRV-04901,Ubuntu,,60.8,60.4,1
SRV-04902,CachyOS,92.2,40.2,28.5,1
SRV-04903,Fedora,29.2,54.2,90.9,0
SRV-04904,Ubuntu,65.7,52.5,30.7,1
SRV-04905,Arch,25.5,14.1,92.2,0
SRV-04906,Fedora,38.1,16.9,93.1,0
SRV-04907,Arch,92.1,15.3,51.1,1
SRV-04908,Fedora,39.0,26.6,84.5,0
SRV-04909,Fedora,28.7,24.2,56.7,1
SRV-04910,Ubuntu,12.0,37.6,82.9,1
SRV-04911,Fedora,85.1,2.5,84.9,1
SRV-04912,Arch,11.6,23.4,48.2,1
SRV-04913,Fedora,15.1,28.4,35.3,1
SRV-04914,Fedora,53.9,16.4,46.2,1
SRV-04915,Fedora,85.7,40.7,46.4,0
SRV-04916,CachyOS,50.8,19.0,35.7,1
SRV-04917,Ubuntu,84.4,NaN,66.8,1
SRV-04918,CachyOS,15.9,17.6,88.4,0
SRV-04919,Arch,26.3,43.3,75.7,0
SRV-04920,Arch,62.9,3.2,61.7,1
SRV-04921,Arch,19.6,46.9,47.8,0
SRV-04922,Arch,25.2,46.7,54.1,1
SRV-04923,Arch,96.6,34.4,32.2,1
SRV-04924,Arch,77.4,48.8,36.3,0
SRV-04925,Fedora,15.9,54.9,34.8,1
SRV-04926,Arch,92.8,43.8,37.9,0
SRV-04927,Ubuntu,15.8,7.0,88.5,1
SRV-04928,Ubuntu,709.2,56.0,86.9,1
SRV-04929,Ubuntu,32.2,10.8,44.2,1
SRV-04930,Arch,27.7,59.7,85.5,1
SRV-04931,Fedora,16.4,41.5,86.2,1
SRV-04932,Fedora,5.8,63.0,210.1,0
SRV-04933,,54.8,33.2,60.1,0
SRV-04934,CachyOS,51.3,59.6,31.6,1
SRV-04935,Ubuntu,66.9,28.9,NaN,1
SRV-04936,Ubuntu,70.1,26.5,30.2,0
SRV-04937,Fedora,63.4,59.9,42.8,1
SRV-04938,CachyOS,32.0,31.9,47.7,0
SRV-04939,Ubuntu,54.0,45.3,78.9,1
SRV-04940,Ubuntu,47.7,52.3,43.4,1
SRV-04941,Arch,4.7,37.3,89.8,0
SRV-04942,CachyOS,7.4,50.9,50.7,0
SRV-04943,Fedora,51.0,62.6,70.2,0
SRV-04944,Fedora,72.6,47.1,57.0,1
SRV-04945,Ubuntu,704.4,43.4,51.1,1
SRV-04946,CachyOS,580.2,51.4,54.1,0
SRV-04947,CachyOS,54.7,38.9,59.6,0
SRV-04948,Ubuntu,558.0,18.9,63.0,0
SRV-04949,Fedora,53.1,12.3,43.7,1
SRV-04950,Arch,13.4,4.3,,1
SRV-04951,Fedora,63.5,56.0,41.2,0
SRV-04952,Ubuntu,92.2,15.7,84.3,1
SRV-04953,CachyOS,11.7,39.4,72.2,0
SRV-04954,Ubuntu,81.3,43.8,55.0,0
SRV-04955,Ubuntu,35.6,51.9,58.8,0
SRV-04956,Fedora,25.6,42.7,41.8,0
SRV-04957,Fedora,78.8,23.9,57.3,1
SRV-04958,CachyOS,23.0,12.8,53.3,0
SRV-04959,CachyOS,94.0,2.6,78.7,0
SRV-04960,Arch,,10.6,72.8,0
SRV-04961,Fedora,74.3,NaN,64.9,0
SRV-04962,Ubuntu,49.6,34.6,38.5,0
SRV-04963,Fedora,84.7,1.8,34.1,0
SRV-04964,Fedora,87.2,38.2,28.3,1
SRV-04965,CachyOS,NaN,18.9,35.0,1
SRV-04966,Arch,624.8,19.9,33.6,1
SRV-04967,Fedora,16.5,7.7,70.5,0
SRV-04968,Fedora,69.5,13.4,56.9,0
SRV-04969,Arch,15.9,5.2,69.2,0
SRV-04970,CachyOS,11.5,63.2,94.4,0
SRV-04971,Fedora,11.9,33.8,79.9,0
SRV-04972,Arch,24.0,35.6,74.9,1
SRV-04973,Arch,67.7,21.8,47.2,1
SRV-04974,Arch,37.9,3.2,31.1,0
SRV-04975,CachyOS,28.2,54.0,34.9,0
SRV-04976,Arch,90.7,24.3,92.8,1
SRV-04977,CachyOS,40.4,49.4,36.4,1
SRV-04978,Arch,3.3,57.3,57.1,1
SRV-04979,CachyOS,41.1,,86.3,0
SRV-04980,Arch,4.0,38.5,38.6,1
SRV-04981,Fedora,23.8,13.3,65.1,0
SRV-04982,CachyOS,8.0,44.4,64.5,0
SRV-04983,Arch,75.8,32.4,37.0,1
SRV-04984,Arch,55.1,39.6,34.2,0
SRV-04985,Fedora,33.4,61.7,44.5,0
SRV-04986,Fedora,25.3,13.9,49.9,0
SRV-04987,Arch,56.6,1.8,50.4,1
SRV-04988,Fedora,46.4,30.2,63.1,0
SRV-04989,Ubuntu,60.0,27.6,72.1,0
SRV-04990,CachyOS,77.3,29.6,89.4,1
SRV-04991,CachyOS,4.0,29.2,61.8,0
SRV-04992,Fedora,80.8,18.8,28.6,1
SRV-04993,Ubuntu,673.3,39.8,74.3,1
SRV-04994,CachyOS,55.5,23.1,76.6,0
SRV-04995,Arch,848.9,32.3,40.2,0
SRV-04996,Ubuntu,75.8,54.3,55.2,1
SRV-04997,Fedora,39.3,54.3,69.2,0
SRV-04998,Ubuntu,64.7,56.0,60.3,1
SRV-04999,CachyOS,12.7,13.1,83.9,0
SRV-05000,Arch,16.7,29.6,42.2,0
SRV-05001,Arch,47.5,19.7,58.7,0
SRV-05002,Fedora,17.6,43.8,51.5,0
SRV-05003,,846.6,26.5,38.9,1
SRV-05004,Arch,46.6,62.8,93.8,0
SRV-05005,Ubuntu,55.8,34.3,74.2,0
SRV-05006,Fedora,17.4,NaN,NaN,1
SRV-05007,Arch,90.2,45.2,,0
SRV-05008,CachyOS,61.1,33.7,350.8,0
SRV-05009,CachyOS,35.4,5.8,70.4,1
SRV-05010,CachyOS,31.9,36.3,29.7,0
SRV-05011,CachyOS,72.0,40.2,91.8,1
SRV-05012,Fedora,79.1,2.7,65.2,1
SRV-05013,,70.3,32.5,48.4,0
SRV-05014,Arch,87.8,54.5,51.5,1
SRV-05015,Fedora,69.6,21.5,49.0,1
SRV-05016,Arch,8.9,30.7,86.4,0
SRV-05017,Fedora,91.8,29.5,72.0,1
SRV-05018,Fedora,794.9,9.8,79.0,0
SRV-05019,CachyOS,75.1,41.5,87.9,1
SRV-05020,CachyOS,72.2,63.3,59.6,0
SRV-05021,Arch,69.6,47.7,40.5,1
SRV-05022,Ubuntu,57.8,7.5,49.4,0
SRV-05023,Ubuntu,NaN,47.3,53.9,0
SRV-05024,Fedora,49.1,15.7,72.9,1
SRV-05025,Fedora,43.5,38.6,NaN,0
SRV-05026,Arch,28.1,33.5,87.0,0
SRV-05027,Arch,48.4,49.5,44.3,0
SRV-05028,Fedora,4.4,59.3,75.1,0
SRV-05029,Arch,78.8,7.4,37.5,1
SRV-05030,CachyOS,29.1,4.6,85.8,0
SRV-05031,Arch,724.4,2.1,48.7,1
SRV-05032,,59.2,35.7,49.2,0
SRV-05033,Fedora,31.7,8.8,58.7,0
SRV-05034,Arch,47.7,43.9,31.1,1
SRV-05035,CachyOS,74.6,15.4,46.2,0
SRV-05036,CachyOS,41.2,8.5,28.4,1
SRV-05037,CachyOS,83.4,40.0,30.0,1
SRV-05038,Ubuntu,10.3,51.5,85.6,1
SRV-05039,Ubuntu,76.1,14.8,43.9,1
SRV-05040,Fedora,66.8,17.6,49.2,1
SRV-05041,Arch,9.8,5.2,29.6,1
SRV-05042,Fedora,45.7,30.2,50.4,1
SRV-05043,Arch,2.9,54.4,45.7,1
SRV-05044,Ubuntu,60.9,13.7,58.5,1
SRV-05045,Ubuntu,96.6,41.6,66.7,0
SRV-05046,Arch,,29.8,69.2,1
SRV-05047,Ubuntu,93.6,20.7,415.5,1
SRV-05048,Ubuntu,97.4,29.9,34.7,1
SRV-05049,Ubuntu,2.9,48.4,,1
SRV-05050,Ubuntu,50.8,51.4,92.3,1
SRV-05051,Arch,39.3,16.7,32.2,1
SRV-05052,Fedora,20.2,22.9,79.2,0
SRV-05053,CachyOS,61.4,46.5,87.4,1
SRV-05054,Ubuntu,72.1,63.4,37.6,1
SRV-05055,CachyOS,73.9,8.9,35.8,1
SRV-05056,Ubuntu,73.1,34.7,84.2,0
SRV-05057,Fedora,35.3,16.4,89.3,1
SRV-05058,CachyOS,5.5,6.1,76.9,0
SRV-05059,Ubuntu,60.5,24.7,43.9,1
SRV-05060,Fedora,40.4,4.0,94.4,0
SRV-05061,Fedora,85.6,5.2,73.4,0
SRV-05062,Fedora,23.5,22.1,49.5,1
SRV-05063,CachyOS,15.4,47.8,93.1,1
SRV-05064,CachyOS,42.6,12.0,94.9,0
SRV-05065,CachyOS,4.0,13.3,58.7,0
SRV-05066,Fedora,21.4,40.8,88.2,1
SRV-05067,Arch,55.8,49.7,75.7,0
SRV-05068,Ubuntu,57.6,25.7,43.2,0
SRV-05069,Arch,55.8,52.2,30.6,0
SRV-05070,Fedora,63.1,16.6,31.5,0
SRV-05071,Fedora,723.6,2.7,32.3,1
SRV-05072,CachyOS,48.6,35.0,57.5,0
SRV-05073,CachyOS,54.7,14.1,71.3,0
SRV-05074,Fedora,86.8,60.6,52.9,0
SRV-05075,CachyOS,50.2,53.1,49.3,0
SRV-05076,Ubuntu,,17.9,70.4,0
SRV-05077,Arch,2.3,11.7,56.0,0
SRV-05078,Arch,57.1,22.0,52.7,1
SRV-05079,CachyOS,97.3,40.3,49.2,1
SRV-05080,Arch,42.6,7.9,81.2,1
SRV-05081,CachyOS,55.6,58.6,79.3,0
SRV-05082,Ubuntu,67.2,13.1,75.9,0
SRV-05083,Ubuntu,29.8,35.2,87.3,1
SRV-05084,Arch,64.4,8.4,36.1,0
SRV-05085,Fedora,39.7,48.6,86.9,1
SRV-05086,Arch,40.4,21.0,52.7,0
SRV-05087,Ubuntu,30.3,41.0,40.9,0
SRV-05088,Fedora,16.5,51.6,48.2,0
SRV-05089,,7.6,25.0,51.6,0
SRV-05090,CachyOS,29.6,59.0,47.3,0
SRV-05091,Fedora,61.7,5.7,91.0,1
SRV-05092,Arch,52.4,21.3,64.9,0
SRV-05093,Arch,57.8,35.8,41.9,1
SRV-05094,CachyOS,75.5,48.4,70.1,0
SRV-05095,Arch,47.0,13.0,46.7,0
SRV-05096,CachyOS,80.4,38.2,59.2,1
SRV-05097,CachyOS,39.4,20.7,47.1,0
SRV-05098,Fedora,NaN,5.2,61.0,1
SRV-05099,Ubuntu,57.2,63.8,33.3,1
SRV-05100,Ubuntu,90.1,25.0,49.8,0
SRV-05101,Fedora,97.4,42.4,58.5,0
SRV-05102,CachyOS,10.9,17.2,70.8,1
SRV-05103,Ubuntu,51.7,32.0,85.7,1
SRV-05104,Ubuntu,62.0,52.4,71.4,1
SRV-05105,Fedora,44.6,35.6,83.5,1
SRV-05106,CachyOS,89.1,32.1,64.1,0
SRV-05107,CachyOS,560.7,53.9,94.9,1
SRV-05108,Fedora,67.1,12.9,65.4,0
SRV-05109,CachyOS,,46.4,52.8,1
SRV-05110,Arch,54.8,45.2,71.2,1
SRV-05111,Fedora,15.8,31.2,91.9,0
SRV-05112,Ubuntu,22.6,63.2,81.1,0
SRV-05113,Arch,34.8,40.9,42.0,0
SRV-05114,Ubuntu,60.8,43.3,72.7,1
SRV-05115,Fedora,51.8,33.1,28.6,1
SRV-05116,CachyOS,24.7,50.5,32.0,1
SRV-05117,Ubuntu,71.1,43.1,29.3,0
SRV-05118,Arch,72.2,41.3,71.7,1
SRV-05119,Arch,80.2,43.4,35.9,0
SRV-05120,,64.3,7.4,71.2,1
SRV-05121,Fedora,7.9,47.8,76.2,0
SRV-05122,CachyOS,16.0,45.0,85.0,1
SRV-05123,Ubuntu,590.5,32.9,45.5,1
SRV-05124,Ubuntu,45.2,9.2,40.4,1
SRV-05125,Arch,28.1,NaN,57.7,1
SRV-05126,Arch,62.5,60.0,81.5,1
SRV-05127,CachyOS,4.3,58.4,94.4,0
SRV-05128,Arch,38.6,34.5,70.7,1
SRV-05129,Fedora,45.8,41.5,32.0,1
SRV-05130,CachyOS,68.4,10.1,58.5,1
SRV-05131,Ubuntu,891.8,26.1,94.3,1
SRV-05132,CachyOS,86.4,35.5,93.3,1
SRV-05133,Fedora,46.7,46.7,45.1,0
SRV-05134,Fedora,50.9,50.3,55.3,1
SRV-05135,Arch,9.0,56.7,66.8,0
SRV-05136,Fedora,51.8,38.9,80.6,0
SRV-05137,Ubuntu,92.1,59.2,51.1,1
SRV-05138,Ubuntu,25.3,20.0,33.7,1
SRV-05139,Ubuntu,34.9,14.4,94.5,1
SRV-05140,Arch,9.3,36.1,86.8,1
SRV-05141,Ubuntu,24.7,22.7,54.5,1
SRV-05142,,10.2,50.5,62.9,1
SRV-05143,Fedora,46.6,10.5,59.0,1
SRV-05144,CachyOS,13.5,21.1,30.1,0
SRV-05145,Ubuntu,46.9,5.3,47.3,1
SRV-05146,Arch,32.2,30.3,70.9,1
SRV-05147,Fedora,65.4,63.7,41.3,1
SRV-05148,CachyOS,53.2,2.6,33.7,1
SRV-05149,Arch,95.6,7.5,73.4,1
SRV-05150,Ubuntu,36.1,42.5,489.1,1
SRV-05151,Fedora,53.8,16.5,88.0,0
SRV-05152,Ubuntu,3.3,34.2,86.7,0
SRV-05153,Ubuntu,NaN,53.0,NaN,0
SRV-05154,CachyOS,86.1,4.3,90.9,0
SRV-05155,CachyOS,92.5,21.5,68.6,1
SRV-05156,Fedora,64.0,12.0,,1
SRV-05157,Fedora,25.6,9.5,420.2,1
SRV-05158,Arch,,40.9,36.1,0
SRV-05159,CachyOS,42.2,63.2,70.7,1
SRV-05160,Fedora,45.7,60.8,41.3,0
SRV-05161,Arch,4.3,46.5,88.2,1
SRV-05162,Arch,96.1,15.8,39.3,0
SRV-05163,Ubuntu,18.2,57.0,91.2,0
SRV-05164,Arch,73.5,54.4,80.2,1
SRV-05165,CachyOS,35.8,23.6,88.1,0
SRV-05166,CachyOS,850.5,38.4,47.6,1
SRV-05167,Fedora,14.3,3.3,31.4,0
SRV-05168,Fedora,59.2,31.9,39.4,0
SRV-05169,CachyOS,,45.5,70.7,1
SRV-05170,Fedora,2.7,60.5,29.0,0
SRV-05171,Fedora,33.2,25.3,45.3,1
SRV-05172,Ubuntu,24.2,20.5,44.6,1
SRV-05173,Arch,17.5,46.4,62.5,1
SRV-05174,,53.5,32.9,42.9,0
SRV-05175,Ubuntu,6.7,35.9,52.1,1
SRV-05176,CachyOS,81.4,,69.1,1
SRV-05177,Fedora,66.1,51.4,64.2,1
SRV-05178,Fedora,67.7,44.2,40.3,1
SRV-05179,Fedora,80.7,6.3,58.9,0
SRV-05180,Arch,57.6,7.2,43.2,1
SRV-05181,Ubuntu,42.5,5.0,30.0,0
SRV-05182,CachyOS,74.7,4.3,80.0,1
SRV-05183,Ubuntu,7.9,18.9,70.6,1
SRV-05184,Ubuntu,19.3,26.9,56.4,0
SRV-05185,Fedora,73.2,36.2,62.6,1
SRV-05186,CachyOS,71.1,57.0,58.1,1
SRV-05187,CachyOS,90.9,40.1,36.8,1
SRV-05188,,43.6,17.5,75.5,1
SRV-05189,Ubuntu,24.5,15.0,60.4,0
SRV-05190,Fedora,93.1,38.0,75.6,0
SRV-05191,Fedora,28.9,16.1,47.1,1
SRV-05192,Arch,83.6,44.2,42.7,0
SRV-05193,CachyOS,92.9,3.2,40.9,0
SRV-05194,Fedora,29.1,55.3,218.2,0
SRV-05195,CachyOS,40.0,32.0,31.1,0
SRV-05196,CachyOS,93.4,10.6,NaN,0
SRV-05197,CachyOS,3.3,8.6,,1
SRV-05198,Arch,20.8,51.0,69.4,1
SRV-05199,Arch,87.8,26.7,64.4,1
SRV-05200,Arch,74.9,27.1,62.7,1
SRV-05201,Fedora,55.6,30.6,79.2,0
SRV-05202,Arch,20.3,44.8,60.8,1
SRV-05203,Fedora,88.1,18.6,68.7,0
SRV-05204,Ubuntu,,39.8,,0
SRV-05205,Arch,48.2,61.6,77.6,1
SRV-05206,CachyOS,29.0,7.7,47.9,0
SRV-05207,Fedora,71.0,15.4,63.9,1
SRV-05208,Ubuntu,29.1,4.3,35.2,1
SRV-05209,CachyOS,13.9,30.5,57.1,0
SRV-05210,Ubuntu,7.5,18.6,68.3,0
SRV-05211,Arch,46.4,43.3,317.3,0
SRV-05212,,43.0,58.9,73.8,0
SRV-05213,CachyOS,32.4,3.3,78.5,1
SRV-05214,CachyOS,61.2,32.3,76.8,1
SRV-05215,Ubuntu,51.2,,30.6,1
SRV-05216,CachyOS,36.0,50.2,444.2,1
SRV-05217,Ubuntu,2.2,41.8,86.6,0
SRV-05218,Ubuntu,3.0,13.0,49.5,1
SRV-05219,Arch,89.9,33.8,92.2,0
SRV-05220,Arch,47.9,25.2,72.7,1
SRV-05221,Fedora,74.6,21.7,29.4,0
SRV-05222,Fedora,90.4,33.1,62.1,1
SRV-05223,Arch,49.6,20.8,33.1,1
SRV-05224,Fedora,86.0,7.5,38.3,0
SRV-05225,CachyOS,23.5,52.5,88.1,0
SRV-05226,Fedora,,56.5,61.8,1
SRV-05227,Fedora,60.1,35.2,37.1,0
SRV-05228,Fedora,82.9,60.7,55.3,0
SRV-05229,Fedora,43.8,38.8,41.0,0
SRV-05230,CachyOS,95.8,6.9,,0
SRV-05231,Arch,29.8,22.6,62.6,0
SRV-05232,Ubuntu,846.1,48.9,70.2,0
SRV-05233,Arch,76.7,62.3,73.9,1
SRV-05234,Fedora,21.0,59.0,36.8,1
SRV-05235,Arch,53.6,11.9,86.6,0
SRV-05236,Arch,84.5,38.9,57.6,0
SRV-05237,,97.3,3.8,82.5,0
