aficionado_id,ciudad_sede,costo_vuelo_usd,costo_hotel_usd,dias_estadia,presupuesto_excedido
FAN-02421,CDMX,1016.96,490.31,4,1
FAN-02422,Miami,1091.57,431.33,1,0
FAN-02423,Monterrey,1193.27,121.16,3,1
FAN-02424,Monterrey,726.2,407.06,5,1
FAN-02425,CDMX,2031.53,588.24,4,0
FAN-02426,Miami,1719.53,198.81,11,0
FAN-02427,Monterrey,1463.77,472.16,13,0
FAN-02428,Miami,656.17,403.7,12,1
FAN-02429,CDMX,1295.47,320.42,11,0
FAN-02430,CDMX,,556.69,9,0
FAN-02431,Miami,2058.75,88.06,4,1
FAN-02432,Monterrey,2419.22,778.0,2,1
FAN-02433,CDMX,570.16,179.33,11,1
FAN-02434,CDMX,2423.93,887.98,3,1
FAN-02435,Monterrey,1202.01,606.61,11,0
FAN-02436,Miami,453.06,496.61,5,1
FAN-02437,CDMX,1654.49,215.47,4,0
FAN-02438,CDMX,,517.28,11,0
FAN-02439,CDMX,2311.13,875.75,3,1
FAN-02440,Miami,2353.17,887.5,12,0
FAN-02441,CDMX,2174.62,580.12,3,1
FAN-02442,Miami,631.02,410.35,2,1
FAN-02443,Monterrey,257.16,886.72,13,1
FAN-02444,CDMX,2179.75,477.93,13,0
FAN-02445,Monterrey,861.81,NaN,14,1
FAN-02446,Monterrey,912.21,850.55,3,1
FAN-02447,CDMX,1174.33,693.76,11,0
FAN-02448,Monterrey,1168.11,208.83,11,0
FAN-02449,Monterrey,1239.97,586.92,10,0
FAN-02450,Miami,1760.2,210.72,5,0
FAN-02451,Monterrey,254.38,90.32,14,1
FAN-02452,CDMX,1874.04,575.54,12,1
FAN-02453,Monterrey,577.86,687.17,8,0
FAN-02454,Monterrey,335.78,419.53,6,1
FAN-02455,CDMX,2103.57,555.57,6,0
FAN-02456,Monterrey,1033.85,852.12,9,0
FAN-02457,CDMX,1325.17,638.95,12,1
FAN-02458,CDMX,1855.92,52301.36,12,1
FAN-02459,CDMX,753.8,385.99,8,0
FAN-02460,Monterrey,1592.85,76063.09,9,1
FAN-02461,Monterrey,2363.63,708.0,10,1
FAN-02462,CDMX,1820.68,96.87,14,0
FAN-02463,Miami,288.37,609.87,7,0
FAN-02464,Monterrey,772.49,505.53,10,1
FAN-02465,Monterrey,2384.3,475.79,11,0
FAN-02466,CDMX,256.32,436.0,9,1
FAN-02467,CDMX,1103.08,347.12,3,0
FAN-02468,Monterrey,2055.47,170.68,3,0
FAN-02469,Monterrey,368.88,313.81,5,1
FAN-02470,Miami,398.9,269.93,8,0
FAN-02471,Monterrey,268.57,464.73,NaN,0
FAN-02472,Monterrey,,168.77,3,1
FAN-02473,Monterrey,1919.38,249.25,5,0
FAN-02474,Monterrey,1663.96,697.94,13,1
FAN-02475,Miami,1500.72,801.94,7,1
FAN-02476,Monterrey,1744.78,235.2,2,0
FAN-02477,CDMX,161.22,338.19,11,1
FAN-02478,CDMX,765.05,467.73,11,0
FAN-02479,Monterrey,1996.86,94925.12,9,0
FAN-02480,Miami,1728.63,689.62,1,0
FAN-02481,Monterrey,1180.68,NaN,4,0
FAN-02482,Miami,582.67,570.52,,1
FAN-02483,Miami,1066.48,552.09,10,0
FAN-02484,Miami,843.94,160.63,8,0
FAN-02485,Monterrey,733.92,172.62,1,0
FAN-02486,Monterrey,257.13,822.2,9,1
FAN-02487,Miami,2474.62,528.08,12,1
FAN-02488,CDMX,1716.83,92115.26,4,0
FAN-02489,Monterrey,1140.22,711.31,6,1
FAN-02490,Miami,919.36,730.05,5,0
FAN-02491,Monterrey,1215.9,135.43,3,0
FAN-02492,Monterrey,2275.33,535.53,3,1
FAN-02493,CDMX,1489.69,852.53,8,1
FAN-02494,Monterrey,958.87,767.84,7,1
FAN-02495,Miami,1323.23,496.37,14,0
FAN-02496,CDMX,890.05,82.81,11,1
FAN-02497,Monterrey,1209.66,NaN,11,1
FAN-02498,Miami,2491.52,274.57,2,0
FAN-02499,CDMX,1717.95,459.67,8,0
FAN-02500,CDMX,544.06,357.92,6,1
FAN-02501,CDMX,853.46,480.95,12,0
FAN-02502,Miami,1568.9,728.07,7,1
FAN-02503,CDMX,1250.57,58541.74,12,1
FAN-02504,CDMX,290.25,481.89,8,1
FAN-02505,Monterrey,1961.74,376.16,13,0
FAN-02506,Miami,1339.33,373.74,2,1
FAN-02507,Miami,2465.0,880.46,6,0
FAN-02508,CDMX,241.93,151.33,9,0
FAN-02509,Monterrey,1559.94,184.62,2,1
FAN-02510,Miami,2056.23,340.91,2,0
FAN-02511,Monterrey,1981.09,737.63,12,1
FAN-02512,Monterrey,1482.24,236.4,9,0
FAN-02513,Monterrey,1683.93,861.12,10,0
FAN-02514,Miami,1194.08,159.2,1,0
FAN-02515,Monterrey,1843.71,657.29,14,0
FAN-02516,Monterrey,1360.36,207.47,,1
FAN-02517,CDMX,958.99,189.74,,1
FAN-02518,Monterrey,302.93,,3,0
FAN-02519,Miami,987.56,675.32,10,1
FAN-02520,Monterrey,1464.68,472.09,11,1
FAN-02521,CDMX,1013.12,276.76,2,1
FAN-02522,Miami,,322.78,11,1
FAN-02523,Monterrey,966.81,851.5,4,0
FAN-02524,CDMX,1822.23,842.98,8,0
FAN-02525,Monterrey,1290.22,105.63,9,1
FAN-02526,CDMX,,813.84,1,0
FAN-02527,Monterrey,623.46,362.01,2,0
FAN-02528,CDMX,NaN,69615.71,9,0
FAN-02529,Miami,890.15,586.15,12,0
FAN-02530,Miami,,344.3,14,0
FAN-02531,CDMX,381.33,203.12,14,0
FAN-02532,CDMX,1672.46,624.14,11,1
FAN-02533,Monterrey,987.47,114.8,14,0
FAN-02534,CDMX,941.39,83.52,7,0
FAN-02535,Monterrey,1037.76,176.44,1,0
FAN-02536,CDMX,1597.2,451.18,14,1
FAN-02537,CDMX,1773.14,684.92,2,1
FAN-02538,CDMX,988.79,298.18,14,0
FAN-02539,Miami,1573.2,439.14,11,0
FAN-02540,Miami,396.89,124.07,4,0
FAN-02541,Miami,1081.23,522.88,6,1
FAN-02542,Miami,855.85,499.7,2,0
FAN-02543,Miami,374.96,254.06,10,0
FAN-02544,Miami,2176.81,376.57,11,1
FAN-02545,Miami,981.0,347.29,10,0
FAN-02546,Monterrey,,654.79,14,1
FAN-02547,CDMX,981.76,,9,0
FAN-02548,Monterrey,2406.25,76520.73,NaN,0
FAN-02549,CDMX,2266.46,364.67,4,1
FAN-02550,CDMX,NaN,277.24,12,0
FAN-02551,Monterrey,1567.82,219.49,12,0
FAN-02552,CDMX,528.27,414.85,1,0
FAN-02553,Monterrey,2109.1,300.05,2,1
FAN-02554,Miami,2103.62,473.31,7,1
FAN-02555,Monterrey,960.91,806.95,13,1
FAN-02556,Miami,1653.84,756.57,6,1
FAN-02557,Monterrey,1658.08,746.33,8,0
FAN-02558,CDMX,2180.17,NaN,8,1
FAN-02559,Miami,1771.34,760.58,8,1
FAN-02560,Miami,1418.57,369.16,9,0
FAN-02561,Miami,NaN,126.62,12,0
FAN-02562,Miami,1393.52,297.71,13,0
FAN-02563,Miami,389.06,84721.76,6,0
FAN-02564,CDMX,2231.8,133.48,2,1
FAN-02565,Monterrey,1923.52,403.69,14,1
FAN-02566,Monterrey,604.65,223.8,2,0
FAN-02567,CDMX,1255.38,608.93,10,0
FAN-02568,Monterrey,1615.86,806.74,7,1
FAN-02569,Monterrey,2390.33,563.63,13,1
FAN-02570,Miami,1492.74,664.54,7,1
FAN-02571,Monterrey,668.03,842.07,9,0
FAN-02572,CDMX,1141.17,543.72,6,0
FAN-02573,Miami,1246.06,881.92,13,0
FAN-02574,CDMX,2305.59,611.57,1,0
FAN-02575,Miami,1000.02,,11,1
FAN-02576,Miami,1479.85,831.61,13,1
FAN-02577,CDMX,337.45,199.57,11,0
FAN-02578,Monterrey,1012.28,565.58,11,0
FAN-02579,Miami,1251.03,888.93,3,1
FAN-02580,CDMX,162.72,232.38,12,1
FAN-02581,Miami,2358.51,245.96,14,1
FAN-02582,Monterrey,827.24,722.05,6,1
FAN-02583,Monterrey,682.29,170.1,14,0
FAN-02584,Monterrey,944.71,398.9,3,0
FAN-02585,CDMX,389.28,197.9,13,1
FAN-02586,CDMX,856.05,316.34,1,1
FAN-02587,CDMX,,772.81,8,1
FAN-02588,Miami,906.21,363.87,9,1
FAN-02589,CDMX,819.98,760.02,12,0
FAN-02590,Miami,2072.08,247.6,4,1
FAN-02591,Monterrey,675.78,162.97,6,0
FAN-02592,Miami,1650.72,266.73,8,1
FAN-02593,CDMX,2291.16,712.41,12,0
FAN-02594,Miami,622.55,229.17,12,0
FAN-02595,CDMX,837.17,439.02,1,1
FAN-02596,CDMX,1909.6,742.09,3,1
FAN-02597,Monterrey,1907.24,535.3,10,0
FAN-02598,Miami,624.08,533.65,14,1
FAN-02599,CDMX,2228.32,739.37,4,1
FAN-02600,Miami,2340.2,292.26,1,0
FAN-02601,Monterrey,1200.91,734.95,14,1
FAN-02602,Monterrey,2107.5,688.3,13,0
FAN-02603,CDMX,1333.99,638.31,12,1
FAN-02604,CDMX,816.33,860.96,9,0
FAN-02605,Miami,966.53,720.71,3,1
FAN-02606,Miami,1732.06,365.57,9,1
FAN-02607,CDMX,570.58,271.05,5,0
FAN-02608,Monterrey,339.85,325.43,4,0
FAN-02609,Monterrey,411.33,842.31,8,0
FAN-02610,Monterrey,1740.01,672.47,14,1
FAN-02611,CDMX,2469.95,787.61,3,1
FAN-02612,Monterrey,1394.18,345.53,2,1
FAN-02613,Monterrey,1681.29,693.55,11,1
FAN-02614,CDMX,1713.77,594.72,7,1
FAN-02615,Monterrey,1827.16,313.46,3,0
FAN-02616,CDMX,2082.69,67489.57,2,0
FAN-02617,Monterrey,1455.9,283.2,5,1
FAN-02618,Monterrey,336.78,,8,1
FAN-02619,CDMX,NaN,503.1,10,1
FAN-02620,Monterrey,569.97,687.91,11,1
FAN-02621,Miami,1017.89,428.91,4,0
FAN-02622,CDMX,2311.08,293.89,1,0
FAN-02623,Miami,623.9,426.35,1,1
FAN-02624,Monterrey,840.25,,1,1
FAN-02625,Miami,2178.99,156.7,4,1
FAN-02626,CDMX,1213.14,770.84,9,1
FAN-02627,CDMX,970.13,339.85,6,0
FAN-02628,CDMX,330.73,581.66,9,1
FAN-02629,Monterrey,1211.88,881.3,3,1
FAN-02630,Miami,1533.88,822.79,7,1
FAN-02631,Miami,1436.85,518.31,10,1
FAN-02632,Monterrey,2420.62,382.8,6,1
FAN-02633,Miami,547.12,477.99,2,0
FAN-02634,Miami,445.45,790.97,2,0
FAN-02635,Miami,2058.39,NaN,11,1
FAN-02636,Miami,1260.22,107.01,1,1
FAN-02637,Miami,1635.65,107.1,13,0
FAN-02638,Miami,1855.89,657.72,13,1
FAN-02639,Monterrey,NaN,477.05,1,1
FAN-02640,CDMX,875.52,586.23,12,1
FAN-02641,CDMX,1206.91,241.96,11,0
FAN-02642,Miami,1215.47,804.02,9,0
FAN-02643,Miami,1187.85,796.52,1,1
FAN-02644,Monterrey,932.74,865.62,12,0
FAN-02645,CDMX,395.81,352.19,6,1
FAN-02646,Miami,1120.29,380.63,3,0
FAN-02647,Miami,1069.2,325.78,4,1
FAN-02648,CDMX,222.01,551.92,11,1
FAN-02649,Monterrey,1507.88,490.68,1,0
FAN-02650,Miami,2032.65,346.63,4,0
FAN-02651,Monterrey,1521.0,797.39,1,0
FAN-02652,Miami,710.4,682.28,10,0
FAN-02653,Miami,1829.2,840.94,4,1
FAN-02654,Monterrey,1907.14,553.08,11,0
FAN-02655,CDMX,177.25,628.05,12,0
FAN-02656,Monterrey,1348.76,567.09,1,0
FAN-02657,Miami,1334.25,586.22,6,0
FAN-02658,Miami,2395.8,,6,0
FAN-02659,Miami,2437.6,593.04,11,0
FAN-02660,Monterrey,1353.33,419.19,13,1
FAN-02661,CDMX,488.37,625.5,7,0
FAN-02662,Miami,688.1,84.9,13,0
FAN-02663,CDMX,2203.92,842.54,13,0
FAN-02664,CDMX,470.72,134.02,11,0
FAN-02665,Monterrey,,263.41,10,0
FAN-02666,Miami,1184.73,95741.02,3,0
FAN-02667,Miami,411.88,102.23,9,0
FAN-02668,Miami,1919.85,138.68,8,1
FAN-02669,Miami,1913.39,160.07,1,0
FAN-02670,Miami,1004.28,570.45,12,1
FAN-02671,Miami,184.91,495.09,4,0
FAN-02672,CDMX,1143.24,437.76,12,1
FAN-02673,Miami,1673.08,104.53,5,0
FAN-02674,CDMX,1542.8,93988.78,7,1
FAN-02675,Monterrey,2402.82,515.58,4,1
FAN-02676,Miami,1913.56,596.24,5,0
FAN-02677,Miami,925.69,627.01,7,0
FAN-02678,CDMX,1905.42,299.99,5,0
FAN-02679,CDMX,525.58,504.19,11,0
FAN-02680,Monterrey,2405.06,307.13,8,0
FAN-02681,Monterrey,2483.37,773.87,12,0
FAN-02682,CDMX,1421.6,539.04,6,1
FAN-02683,CDMX,,187.3,5,0
FAN-02684,Miami,1930.25,327.96,12,1
FAN-02685,Miami,2388.25,279.99,14,0
FAN-02686,Miami,1222.84,209.39,2,0
FAN-02687,Monterrey,951.71,NaN,7,0
FAN-02688,CDMX,2470.98,719.52,3,1
FAN-02689,Miami,2340.08,783.8,5,1
FAN-02690,Miami,1844.84,83736.07,2,0
FAN-02691,Miami,1508.51,147.35,6,1
FAN-02692,Miami,805.4,60076.86,12,1
FAN-02693,Miami,442.16,443.18,7,1
FAN-02694,CDMX,339.87,584.48,12,0
FAN-02695,Miami,892.71,98217.29,6,0
FAN-02696,Miami,1857.48,646.72,9,1
FAN-02697,Monterrey,1306.8,871.46,12,1
FAN-02698,CDMX,1577.1,100.31,3,0
FAN-02699,CDMX,2440.29,216.9,6,0
FAN-02700,CDMX,447.32,450.96,NaN,1
FAN-02701,Monterrey,1932.05,413.14,2,1
FAN-02702,Miami,303.97,115.78,5,0
FAN-02703,CDMX,968.63,80.24,10,1
FAN-02704,Miami,823.19,212.72,NaN,1
FAN-02705,Monterrey,305.51,395.21,4,1
FAN-02706,CDMX,249.25,630.09,8,0
FAN-02707,Monterrey,2235.78,437.0,7,1
FAN-02708,CDMX,1980.36,840.62,2,0
FAN-02709,Miami,2128.19,295.55,11,0
FAN-02710,Monterrey,1091.31,803.13,6,0
FAN-02711,CDMX,1507.1,876.83,11,1
FAN-02712,Monterrey,1573.39,689.19,3,1
FAN-02713,CDMX,1888.3,857.04,11,0
FAN-02714,CDMX,2318.84,NaN,12,1
FAN-02715,Monterrey,1312.43,885.68,6,1
FAN-02716,Miami,1936.26,680.49,3,1
FAN-02717,Miami,1810.69,628.5,9,1
FAN-02718,Miami,2356.52,447.84,3,1
FAN-02719,CDMX,1988.65,508.31,13,0
FAN-02720,Miami,NaN,725.25,5,0
FAN-02721,Miami,596.17,116.32,10,0
FAN-02722,CDMX,995.28,560.5,4,0
FAN-02723,CDMX,810.92,226.9,12,1
FAN-02724,CDMX,774.49,890.47,8,1
FAN-02725,CDMX,189.79,518.57,12,1
FAN-02726,Miami,204.83,680.26,9,0
FAN-02727,Miami,,831.34,11,1
FAN-02728,Miami,1799.73,89.36,13,0
FAN-02729,Miami,1162.78,433.01,5,0
FAN-02730,Monterrey,1557.01,60216.22,11,0
FAN-02731,Monterrey,2075.31,117.5,14,0
FAN-02732,Miami,277.67,556.01,9,1
FAN-02733,CDMX,1082.54,362.56,5,0
FAN-02734,Miami,1251.16,491.75,12,0
FAN-02735,Miami,NaN,172.13,6,0
FAN-02736,Monterrey,983.59,748.75,6,1
FAN-02737,Monterrey,823.55,140.48,5,0
FAN-02738,Monterrey,2468.64,520.64,6,1
FAN-02739,Monterrey,,799.75,1,1
FAN-02740,CDMX,1846.93,99488.1,13,0
FAN-02741,CDMX,2403.99,542.27,1,1
FAN-02742,Monterrey,1469.08,729.95,,0
FAN-02743,Monterrey,2159.05,394.73,11,0
FAN-02744,Monterrey,433.7,607.31,14,0
FAN-02745,Monterrey,215.05,866.58,9,0
FAN-02746,Miami,534.66,842.94,14,1
FAN-02747,CDMX,169.1,97.31,NaN,1
FAN-02748,CDMX,1729.19,385.31,13,0
FAN-02749,CDMX,1235.41,122.75,6,0
FAN-02750,Miami,1967.38,104.86,2,0
FAN-02751,CDMX,NaN,357.23,13,1
FAN-02752,CDMX,364.74,310.13,14,0
FAN-02753,CDMX,1638.35,899.32,10,1
FAN-02754,Miami,179.75,732.27,12,0
FAN-02755,Miami,2117.34,355.79,13,0
FAN-02756,Miami,1952.77,315.93,10,0
FAN-02757,Miami,831.52,264.96,14,0
FAN-02758,Monterrey,595.61,94881.65,9,0
FAN-02759,Monterrey,242.65,320.63,3,1
FAN-02760,CDMX,2165.15,876.02,4,0
FAN-02761,Miami,157.99,NaN,11,1
FAN-02762,Miami,,155.18,2,0
FAN-02763,CDMX,2178.88,546.95,10,0
FAN-02764,CDMX,1200.03,623.7,12,0
FAN-02765,Monterrey,2196.66,573.43,4,0
FAN-02766,Miami,816.33,806.53,11,0
FAN-02767,Monterrey,299.02,381.92,7,1
FAN-02768,Monterrey,2282.64,272.1,11,0
FAN-02769,Miami,441.14,554.17,11,0
FAN-02770,Miami,2218.16,863.99,7,1
FAN-02771,Miami,1182.41,413.63,5,1
FAN-02772,Miami,1690.87,253.1,7,1
FAN-02773,Miami,211.57,304.92,9,1
FAN-02774,CDMX,182.38,196.07,10,1
FAN-02775,CDMX,1956.4,321.37,1,0
FAN-02776,CDMX,698.42,303.53,7,0
FAN-02777,Monterrey,1430.11,748.68,5,1
FAN-02778,CDMX,1993.79,79133.09,12,1
FAN-02779,Miami,931.44,706.39,5,1
FAN-02780,Miami,1106.94,896.19,5,0
FAN-02781,Monterrey,840.29,186.72,6,0
FAN-02782,Monterrey,2035.35,890.4,6,0
FAN-02783,CDMX,1332.47,449.12,8,1
FAN-02784,Monterrey,2012.23,453.94,1,1
FAN-02785,CDMX,1273.19,583.76,12,0
FAN-02786,Miami,308.69,98.61,4,0
FAN-02787,CDMX,889.46,860.18,12,1
FAN-02788,Monterrey,867.38,88.65,6,1
FAN-02789,Monterrey,1821.71,104.4,2,0
FAN-02790,CDMX,2312.5,673.47,14,1
FAN-02791,Miami,1404.32,633.46,9,0
FAN-02792,Monterrey,955.17,310.45,1,0
FAN-02793,Monterrey,843.36,131.1,9,1
FAN-02794,CDMX,728.52,753.02,12,1
FAN-02795,CDMX,,318.07,8,1
FAN-02796,Monterrey,1643.16,525.85,10,1
FAN-02797,Monterrey,705.57,429.77,10,0
FAN-02798,CDMX,267.38,461.04,1,0
FAN-02799,Monterrey,395.25,549.77,3,1
FAN-02800,CDMX,1934.82,386.15,3,1
FAN-02801,Miami,172.94,660.22,11,1
FAN-02802,Miami,1416.41,846.77,14,0
FAN-02803,Miami,695.12,328.24,4,1
FAN-02804,CDMX,1192.51,581.41,5,0
FAN-02805,CDMX,NaN,112.24,7,1
FAN-02806,Monterrey,342.59,80.54,13,1
FAN-02807,CDMX,1620.62,601.92,1,0
FAN-02808,Miami,439.59,492.1,9,1
FAN-02809,Miami,962.14,257.12,3,1
FAN-02810,Miami,1177.25,80706.31,2,0
FAN-02811,Miami,1195.98,712.79,9,1
FAN-02812,Monterrey,388.01,169.02,5,1
FAN-02813,Monterrey,176.02,648.66,4,0
FAN-02814,Monterrey,1221.57,551.05,6,1
FAN-02815,CDMX,1721.82,81.78,7,1
FAN-02816,Miami,358.53,657.99,1,1
FAN-02817,Monterrey,2365.46,827.5,6,0
FAN-02818,Miami,2054.26,885.15,8,0
FAN-02819,Monterrey,742.86,852.94,5,0
FAN-02820,Monterrey,1625.39,660.07,10,1
FAN-02821,CDMX,2035.38,467.99,1,0
FAN-02822,Monterrey,1307.23,769.9,1,0
FAN-02823,Monterrey,2145.7,284.01,12,1
FAN-02824,CDMX,1832.34,153.28,11,0
FAN-02825,Monterrey,1014.39,160.22,9,0
FAN-02826,Miami,703.99,91101.49,10,0
FAN-02827,Miami,1461.86,222.35,14,1
FAN-02828,Miami,193.78,232.77,13,0
FAN-02829,CDMX,355.54,442.5,11,0
FAN-02830,CDMX,1028.8,129.24,7,0
FAN-02831,CDMX,2132.67,187.99,6,0
FAN-02832,CDMX,1810.88,243.05,5,0
FAN-02833,CDMX,NaN,400.63,7,0
FAN-02834,Monterrey,1466.41,605.97,,1
FAN-02835,Miami,335.67,507.69,12,1
FAN-02836,CDMX,1953.57,548.8,13,0
FAN-02837,Monterrey,675.52,287.23,1,1
FAN-02838,Monterrey,1306.67,384.55,14,1
FAN-02839,Miami,157.79,529.03,4,0
FAN-02840,CDMX,1181.0,414.53,5,0
FAN-02841,Miami,1476.15,606.5,4,1
FAN-02842,Miami,470.62,500.59,1,1
FAN-02843,Monterrey,1503.31,548.42,1,0
FAN-02844,Monterrey,1709.32,396.95,12,1
FAN-02845,Miami,434.62,757.68,13,1
FAN-02846,Miami,1478.79,807.84,1,0
FAN-02847,CDMX,231.7,258.03,8,0
FAN-02848,Monterrey,1232.62,165.87,4,1
FAN-02849,Monterrey,2168.23,495.76,4,0
FAN-02850,CDMX,351.99,616.89,10,0
FAN-02851,Miami,399.12,364.96,11,1
FAN-02852,CDMX,1476.16,837.24,6,0
FAN-02853,Monterrey,327.47,780.21,13,1
FAN-02854,Monterrey,2007.07,84434.93,5,0
FAN-02855,CDMX,2032.28,455.13,14,1
FAN-02856,CDMX,1329.29,315.33,9,1
FAN-02857,CDMX,1966.1,95.55,14,0
FAN-02858,CDMX,1929.86,744.31,3,0
FAN-02859,Monterrey,2360.12,214.23,14,1
FAN-02860,Miami,1604.43,575.64,11,0
FAN-02861,Miami,454.7,672.89,12,0
FAN-02862,CDMX,987.02,488.05,6,0
FAN-02863,Monterrey,1574.66,719.02,11,0
FAN-02864,CDMX,1099.29,856.66,7,0
FAN-02865,CDMX,1446.45,314.23,7,1
FAN-02866,Miami,1165.49,836.35,12,1
FAN-02867,CDMX,1949.76,403.22,10,0
FAN-02868,CDMX,894.29,318.77,4,0
FAN-02869,CDMX,1433.66,269.34,10,0
FAN-02870,CDMX,968.97,191.04,8,0
FAN-02871,CDMX,NaN,616.89,,1
FAN-02872,Monterrey,1031.14,711.25,14,0
FAN-02873,Monterrey,1375.14,332.4,13,0
FAN-02874,CDMX,2356.41,250.01,,1
FAN-02875,CDMX,2019.24,101.06,9,0
FAN-02876,CDMX,565.6,459.35,7,0
FAN-02877,Miami,987.89,856.35,9,1
FAN-02878,Monterrey,846.97,511.39,9,0
FAN-02879,CDMX,463.65,493.24,9,1
FAN-02880,CDMX,2211.21,208.89,4,1
FAN-02881,Monterrey,1584.68,621.74,1,1
FAN-02882,Monterrey,2066.38,773.26,11,1
FAN-02883,Miami,469.42,880.31,11,1
FAN-02884,CDMX,1830.23,856.42,13,1
FAN-02885,Monterrey,1816.99,192.56,4,0
FAN-02886,Monterrey,1101.58,,4,1
FAN-02887,CDMX,234.73,790.72,5,1
FAN-02888,CDMX,,718.66,1,0
FAN-02889,CDMX,1050.83,700.75,12,0
FAN-02890,CDMX,1576.89,722.53,7,0
FAN-02891,Miami,1649.36,309.52,13,0
FAN-02892,Monterrey,1133.81,668.59,6,0
FAN-02893,Monterrey,,132.04,12,0
FAN-02894,Monterrey,870.9,718.68,12,1
FAN-02895,Monterrey,623.66,365.76,13,1
FAN-02896,Miami,1433.72,637.74,2,1
FAN-02897,Miami,1812.9,362.5,10,1
FAN-02898,Monterrey,1893.74,536.91,6,1
FAN-02899,Monterrey,1828.03,753.85,12,1
FAN-02900,Monterrey,410.13,739.91,6,0
FAN-02901,Monterrey,2206.03,655.8,11,1
FAN-02902,CDMX,,275.08,14,0
FAN-02903,CDMX,322.54,820.76,12,0
FAN-02904,Miami,274.71,729.38,13,1
FAN-02905,Miami,756.38,,5,1
FAN-02906,CDMX,688.12,576.98,2,1
FAN-02907,CDMX,1071.38,800.9,7,0
FAN-02908,CDMX,360.68,696.97,2,1
FAN-02909,Miami,1077.59,225.13,12,0
FAN-02910,Miami,837.19,414.33,13,0
FAN-02911,Monterrey,1190.31,134.65,8,1
FAN-02912,Monterrey,2297.23,884.78,7,1
FAN-02913,Monterrey,2361.43,347.43,6,0
FAN-02914,Monterrey,1755.34,837.27,5,1
FAN-02915,CDMX,1470.04,98.09,6,0
FAN-02916,Monterrey,1345.21,397.1,13,0
FAN-02917,CDMX,NaN,600.77,NaN,1
FAN-02918,CDMX,1977.91,756.45,2,1
FAN-02919,Miami,1875.12,271.03,10,0
FAN-02920,Miami,493.64,378.79,4,0
FAN-02921,Monterrey,1294.01,262.85,1,1
FAN-02922,Miami,1242.84,173.77,2,1
FAN-02923,Monterrey,2427.9,80034.78,9,1
FAN-02924,CDMX,883.29,255.41,8,1
FAN-02925,Miami,1500.8,72207.84,1,0
FAN-02926,Monterrey,414.8,94.79,5,0
FAN-02927,Miami,795.31,403.93,7,0
FAN-02928,CDMX,1548.87,301.82,2,0
FAN-02929,Monterrey,1965.13,746.27,5,1
FAN-02930,CDMX,517.69,227.08,10,1
FAN-02931,CDMX,541.38,879.04,1,1
FAN-02932,Monterrey,609.24,243.66,1,1
FAN-02933,CDMX,2157.14,374.39,13,0
FAN-02934,CDMX,1030.16,401.02,1,0
FAN-02935,Miami,444.53,701.18,13,1
FAN-02936,Monterrey,2315.34,685.16,9,0
FAN-02937,CDMX,214.9,679.25,12,0
FAN-02938,Monterrey,1078.18,448.24,2,0
FAN-02939,Monterrey,2200.17,780.89,8,1
FAN-02940,CDMX,934.31,238.97,3,1
FAN-02941,Miami,1959.5,247.99,2,0
FAN-02942,CDMX,1933.4,359.4,2,0
FAN-02943,Monterrey,2419.06,280.86,2,0
FAN-02944,CDMX,992.85,617.66,9,0
FAN-02945,CDMX,1025.09,520.65,12,0
FAN-02946,CDMX,1095.33,324.71,,0
FAN-02947,CDMX,1598.15,90504.32,7,0
FAN-02948,CDMX,2158.03,862.57,13,0
FAN-02949,Miami,1537.91,894.37,5,0
FAN-02950,CDMX,2459.56,409.9,6,0
FAN-02951,CDMX,661.99,695.43,2,1
FAN-02952,Monterrey,417.84,501.15,14,0
FAN-02953,CDMX,790.38,270.6,12,1
FAN-02954,CDMX,673.04,882.79,6,1
FAN-02955,Miami,234.33,310.96,11,0
FAN-02956,CDMX,665.45,189.95,12,0
FAN-02957,Monterrey,1389.65,329.82,1,1
FAN-02958,Monterrey,1342.76,282.4,2,0
FAN-02959,Monterrey,828.3,663.81,11,1
FAN-02960,CDMX,1054.05,864.15,14,1
FAN-02961,CDMX,863.15,518.35,9,1
FAN-02962,CDMX,1045.94,403.87,5,1
FAN-02963,Monterrey,1377.16,548.19,8,1
FAN-02964,Miami,2496.43,160.45,5,0
FAN-02965,Miami,2259.9,356.22,6,1
FAN-02966,Miami,1139.3,220.45,6,0
FAN-02967,Monterrey,511.08,NaN,,0
FAN-02968,Monterrey,1103.69,853.77,5,1
FAN-02969,Monterrey,294.44,208.64,2,0
FAN-02970,Monterrey,1273.39,484.2,12,1
FAN-02971,Monterrey,,622.08,10,1
FAN-02972,Monterrey,1475.29,732.73,1,0
FAN-02973,Monterrey,2318.1,,2,0
FAN-02974,Miami,1163.31,340.54,11,1
FAN-02975,Monterrey,NaN,624.08,7,0
FAN-02976,CDMX,1480.56,219.21,12,1
FAN-02977,Monterrey,258.9,537.92,11,0
FAN-02978,Miami,416.89,855.21,9,1
FAN-02979,CDMX,327.89,889.72,13,0
FAN-02980,CDMX,502.59,346.55,4,0
FAN-02981,Miami,1334.91,632.29,5,1
FAN-02982,Monterrey,2062.9,472.53,4,0
FAN-02983,CDMX,999.94,427.43,7,1
FAN-02984,CDMX,NaN,366.64,7,1
FAN-02985,CDMX,340.78,782.62,10,1
FAN-02986,Monterrey,NaN,285.59,13,1
FAN-02987,Monterrey,2177.5,566.37,13,1
FAN-02988,CDMX,2036.73,89.06,14,1
